"sequence_id"	"GO_term"
1324981	GO:0005868;GO:0003777;GO:0007018;GO:0005874;GO:0051983;GO:0007346;GO:0010564;GO:0005524;GO:0090232;GO:0045504;GO:0033043;GO:0005737;GO:0005813;GO:0000922;GO:0000776;GO:0019003;GO:0045787;GO:0045995;GO:0000779;GO:0008641;GO:0012506;GO:0032886;GO:0005525;GO:0097708;GO:0003676;GO:0060341;GO:0098805;GO:0098588;GO:0012505;GO:0000226;GO:0005886;GO:0016021;GO:0019886;GO:0043312;GO:0006888;GO:0007049;GO:0051301;GO:0016032
1324984	GO:0042721;GO:0045039;GO:0030943;GO:0008320;GO:0015399;GO:0005515;GO:0016491;GO:0016021;GO:0005744;GO:0005886;GO:0071806;GO:0055114
1289923	GO:0005524;GO:0005829;GO:0051085;GO:0005844;GO:0005840;GO:0034620;GO:0002181;GO:0042026;GO:0006450;GO:0044183;GO:0016020;GO:0051787;GO:0031072;GO:0051082;GO:0042623;GO:0051083
1300115	GO:0016021
1300440	GO:0016864;GO:0045454;GO:0005623;GO:0005783;GO:0140096;GO:2000427;GO:0015037;GO:0009986;GO:0070013;GO:0006909;GO:0055114
1427993	GO:0004674;GO:0006468;GO:0005524;GO:0000187;GO:0004708;GO:0004713;GO:0046983;GO:0003676;GO:0035556;GO:0018212
1461018	GO:0008270;GO:0010761;GO:0005737;GO:0003016;GO:0048745;GO:0003677;GO:0048008;GO:0060324;GO:0048705;GO:0001944;GO:0001701
1319600	GO:0004435;GO:0016042;GO:0005623;GO:0005634;GO:0035556;GO:0098688;GO:0005509;GO:0005790;GO:0014069;GO:0032959;GO:0005516;GO:0098978;GO:0051209;GO:0030425;GO:0030054;GO:0099524;GO:0070013;GO:0032991;GO:0007420;GO:0051726;GO:0050804;GO:0003073
1355558	GO:0000422;GO:0004672;GO:0016006;GO:0005829;GO:0030054;GO:0006468;GO:0045202;GO:0005524;GO:0090141;GO:0043008;GO:0016813;GO:0004126;GO:0007423;GO:0031625;GO:0012501;GO:1902956;GO:0030382;GO:0046872;GO:1904061;GO:0048078;GO:0010637;GO:0048468;GO:1904457;GO:0072375;GO:0043363;GO:0051654;GO:0007274;GO:0042981;GO:0007614;GO:0000266;GO:1900746;GO:0071542;GO:1901215;GO:0070997;GO:0048312;GO:2000377;GO:0150063;GO:0072384;GO:0043069;GO:0003006;GO:0035295;GO:0006511;GO:0006979;GO:1904544;GO:0031398;GO:0018209;GO:0009972
1437562	GO:0071564;GO:0071565;GO:0016514
1329161	GO:0003964;GO:0006278;GO:0015629;GO:0016021;GO:0051015;GO:0003690;GO:0046872;GO:0005198;GO:0007155;GO:0009235;GO:0006355
1451686	GO:0031390;GO:0007064;GO:0017116;GO:0003689;GO:0000775;GO:0000785;GO:0005654;GO:0034421;GO:0034086;GO:1900264;GO:0016021;GO:0032508
1451689	GO:0035145;GO:0008380;GO:0003723;GO:0004407;GO:0000184;GO:0005681;GO:0000381;GO:1902494;GO:0016607;GO:0005737;GO:0016021;GO:0006397;GO:0051028;GO:0006417;GO:0016575
1297658	GO:0006801;GO:0046872;GO:0016021
1298356	GO:0008531;GO:0009231;GO:0005739;GO:0046872;GO:0016021;GO:0016779;GO:0005524;GO:0016310;GO:0005515;GO:0009398;GO:0033864;GO:0006915;GO:0072593;GO:0072388;GO:0046443
1298350	GO:0032039;GO:0034472;GO:0016021
1489898	GO:0007264;GO:0003924;GO:0070451;GO:0005525;GO:0005938;GO:0032153;GO:0031410;GO:0016328;GO:0044291;GO:0016324;GO:0030950;GO:0099568;GO:0051017;GO:0046663;GO:0005856;GO:0030334;GO:0005829;GO:0007374;GO:0043231;GO:0035298;GO:0016477;GO:0032956;GO:0019901;GO:0030589;GO:0046664;GO:0035202;GO:0003779;GO:0007377;GO:0090254;GO:0007370;GO:0035277;GO:1904059;GO:0035149;GO:0071896;GO:0016476;GO:0035159;GO:0090251;GO:0035006;GO:0035317;GO:0042249;GO:0045199;GO:0070593;GO:0007480;GO:0016203;GO:0034334;GO:1901739;GO:0007349;GO:1903475;GO:0007405;GO:0007435;GO:0001745;GO:0051489;GO:0070252;GO:0030707;GO:0090303;GO:0008045;GO:0048813;GO:0035162;GO:0090132;GO:0030239;GO:0007422;GO:0090090;GO:0032456;GO:0050770;GO:0007368;GO:0042063;GO:0071902;GO:0042060;GO:0007601;GO:0031532;GO:0006897;GO:0045184;GO:0044419
1291980	GO:0005956;GO:0019887;GO:0045859;GO:0099523;GO:0016301;GO:0031594;GO:0005634;GO:0030054;GO:0016310;GO:0007310;GO:0060810;GO:0016319;GO:0045475;GO:0050807;GO:0008062;GO:0006464;GO:0016055
1419365	GO:0016021
1395970	GO:0000338;GO:0008180;GO:0005515;GO:0005654;GO:0048471;GO:0005829;GO:0016021;GO:0043687;GO:0000715;GO:0006283;GO:0016032
1385295	GO:0015074;GO:0003676;GO:0005623;GO:0008270;GO:0003887;GO:0004523;GO:0071897;GO:0004190;GO:0090502;GO:0004491;GO:0006508;GO:0015035;GO:0045454;GO:0055114;GO:0009055;GO:0006091;GO:0005524
1397539	GO:0005814;GO:0016596;GO:0000012;GO:0016595;GO:0016594;GO:0004826;GO:0005929;GO:0003684;GO:0000922;GO:0005634;GO:0003723;GO:0005737;GO:0016021;GO:0005515
1303490	GO:0030128;GO:0006897;GO:0008289;GO:0045296;GO:1903671;GO:0030948;GO:0045747;GO:0043231;GO:0005829;GO:0030100;GO:0001701;GO:0007219;GO:0048568;GO:0061024
1326050	GO:0005436;GO:0044341;GO:0016324;GO:0035725;GO:0005887;GO:0005903;GO:0005623;GO:0031982;GO:0005315;GO:0043627;GO:0072502;GO:0031402;GO:0042301;GO:0072501;GO:0030320;GO:0055062;GO:0015114;GO:0001701;GO:0035435
1363502	GO:0042981;GO:0016021;GO:0043068
1386134	GO:0004449;GO:0006099;GO:0005739;GO:0051287;GO:0000287;GO:0006102;GO:0000786;GO:0005634;GO:0016021;GO:0007034;GO:0046982;GO:0003677;GO:0016787
1436164	GO:0016831;GO:0019752;GO:0005783;GO:0030170;GO:0030149;GO:0016021;GO:0001667;GO:0005789;GO:0001553;GO:0033327;GO:0070823;GO:0008117;GO:0008209;GO:0008210;GO:0060325;GO:0044183;GO:0048008;GO:0051787;GO:0031072;GO:0048471;GO:0005938;GO:0051082;GO:0042802;GO:0042623;GO:0060021;GO:0005829;GO:0004519;GO:0001570;GO:0031984;GO:0040014;GO:0005524;GO:0005886;GO:0097190;GO:0001822;GO:0048705;GO:0006672;GO:0003676;GO:0007283;GO:0009791;GO:0030097;GO:0051085;GO:0034620;GO:0042026;GO:0016575;GO:0019722;GO:0006308;GO:0009267;GO:0016192;GO:0090305
1436162	GO:0016831;GO:0019752;GO:0005783;GO:0030170;GO:0030149;GO:0016021;GO:0001667;GO:0005829;GO:0005634;GO:0005886;GO:0008117;GO:0001553;GO:0033327;GO:0008209;GO:0008210;GO:0044183;GO:0051787;GO:0031072;GO:0060325;GO:0051082;GO:0042623;GO:0048008;GO:0005524;GO:0060021;GO:0001570;GO:0040014;GO:0097190;GO:0001822;GO:0048705;GO:0006672;GO:0007283;GO:0009791;GO:0030097;GO:0051085;GO:0034620;GO:0042026;GO:0016192
1436163	GO:0008106;GO:0055114;GO:0005829;GO:0016324;GO:0110095;GO:0042840;GO:0004745;GO:0019853;GO:0046185
1450083	GO:0015074;GO:0004190;GO:0016021;GO:0003676;GO:0006508;GO:0008270
1460875	GO:0006744;GO:0008289;GO:0005739;GO:0019866
1296297	GO:0004252;GO:0006508
1439121	GO:0003964;GO:0006278;GO:0016021
1358312	GO:0035091;GO:0010667;GO:0016021;GO:2001237;GO:0043547
1358311	GO:0035091
1439129	GO:0003964;GO:0006278;GO:0016021;GO:0008270
1404069	GO:1901006;GO:0003954;GO:0005747;GO:0050662;GO:0055114
1447958	GO:0003964;GO:0006278;GO:0016021;GO:0005201;GO:0006313
1473662	GO:0016021
1473663	GO:0005515;GO:0006412;GO:0005840;GO:0003735;GO:0003676;GO:0016021
1450886	GO:0071339;GO:0048703;GO:0004402;GO:0002062;GO:0048188;GO:0043967;GO:0003682;GO:0008134;GO:0006338;GO:0005671;GO:0006355
1326580	GO:0005509;GO:0022027;GO:0036156;GO:0005814;GO:0007099;GO:0045504;GO:0005813;GO:0060271;GO:0000278;GO:0051301
1446391	GO:0035871;GO:0008233;GO:0005634;GO:0008270;GO:0101005;GO:0005737;GO:0071947;GO:0016021;GO:0003677;GO:0070536;GO:0070530;GO:0071108;GO:0043124;GO:0032717;GO:1900181;GO:0000122;GO:0002385;GO:0007219
1292188	GO:0016787;GO:0002084;GO:0031965;GO:0005783;GO:0005829;GO:0042997;GO:0140096;GO:0005886;GO:0016021
1446396	GO:0005829;GO:0017124;GO:0007165;GO:0005200;GO:0005856;GO:0007010
1488498	GO:0072114;GO:0007520
1431147	GO:0003735;GO:0006412;GO:0005840;GO:0005730;GO:0005739
1374936	GO:0008251;GO:0002100;GO:0052718;GO:0008270;GO:0005634;GO:0016021;GO:0070013;GO:0005515;GO:0005737
1431145	GO:0070552;GO:0070536;GO:0004843;GO:0070531;GO:0001525;GO:0006281;GO:0031593;GO:0000152;GO:0008237;GO:0005654;GO:0030234;GO:0005543;GO:0005737;GO:0016578;GO:0072425;GO:0010165;GO:0045739;GO:0050790
1456339	GO:0016702;GO:0016121;GO:0009570;GO:0046872;GO:0055114;GO:0004497
1382148	GO:0044877;GO:0033227;GO:0005634;GO:0051032;GO:0006468;GO:0000122;GO:0004672;GO:0016021;GO:0030855;GO:0003779;GO:0005524
1453672	GO:0006914;GO:0000407;GO:1901981;GO:0019901;GO:0019898;GO:0098805;GO:0005829;GO:0007033;GO:0061726;GO:0009267;GO:0070925;GO:0006497;GO:0034613
1453677	GO:0005666;GO:0006383;GO:0003899;GO:0032728;GO:0003690;GO:0045089;GO:0060041;GO:0045087;GO:0051607;GO:0044419
1453678	GO:0005666;GO:0006383;GO:0003899;GO:0032728;GO:0003690;GO:0005515;GO:0005654;GO:0005829;GO:0045089;GO:0060041;GO:0045087;GO:0051607;GO:0006359;GO:0044419
1457534	GO:0004386;GO:0005524;GO:0003677
1457533	GO:0005524
1476766	GO:0005524;GO:0001878;GO:0005576;GO:0034663;GO:0001666;GO:0005788;GO:0005634;GO:0044419;GO:0051085;GO:0030968;GO:0016020;GO:0032440;GO:0044183;GO:0051787;GO:0030433;GO:0004655;GO:0031072;GO:0016887;GO:0042026;GO:0051082;GO:0055114
1393635	GO:0016274;GO:0035246;GO:0005829;GO:0005634;GO:0042054;GO:0043985;GO:0070013;GO:0006349;GO:0043232;GO:0043021;GO:0016021;GO:0015333;GO:0035673;GO:0000387;GO:0030154;GO:0046872;GO:0043046;GO:0035672;GO:1902600
1346402	GO:0008270;GO:0003676
1448905	GO:0006488;GO:0005789;GO:0016740;GO:0005783;GO:0098796;GO:0016021;GO:0031965
1480233	GO:0007165
1485954	GO:0005576;GO:0005509
1372574	GO:0042025;GO:0000082;GO:0051726
1452108	GO:0003964;GO:0006278;GO:0004523;GO:0003676;GO:0090502
1452109	GO:0004794;GO:0006520;GO:0030170;GO:0019541;GO:0046395;GO:0003941;GO:0000166;GO:0042737;GO:1901565;GO:0046394;GO:1901566
1361414	GO:0008236;GO:0006508;GO:0016021;GO:0004175
1361411	GO:1902362;GO:0004252;GO:0071438;GO:0010716;GO:0060244;GO:0045178;GO:0010710;GO:0030027;GO:0097325;GO:0002020;GO:0045177;GO:0005178;GO:1900119;GO:0009986;GO:0071850;GO:0008239;GO:0005615;GO:0042803;GO:1905368;GO:0071158;GO:0043542;GO:0016021;GO:0006508;GO:0044257
1357335	GO:0015074;GO:0003676;GO:0005615;GO:0016021;GO:0003964;GO:0006278
1490341	GO:0006325;GO:0005524;GO:0005654;GO:0016887;GO:0006355;GO:0005790;GO:0035253;GO:0043198;GO:0031594;GO:0030426;GO:0070062;GO:0030018;GO:0016324;GO:0042393;GO:0005765;GO:1903508;GO:0003682;GO:0043025;GO:0010628;GO:0140033;GO:0045296;GO:0008013;GO:0045121;GO:0004175;GO:0048471;GO:1905268;GO:0060968;GO:0005938;GO:0009986;GO:0030054;GO:0040029;GO:0051563;GO:0007220;GO:0050435;GO:0042987;GO:0006509;GO:0005887;GO:0005743;GO:0043066;GO:0006816
1373375	GO:0000266;GO:0005739;GO:0019866;GO:0006915;GO:0014850;GO:0007006;GO:0016021
1461839	GO:0008376;GO:0032580;GO:0050650;GO:0030204;GO:0050510;GO:0030279;GO:0009954;GO:0002063;GO:0045880;GO:0003735;GO:0060349;GO:0005576;GO:0051923;GO:0016021;GO:0005763;GO:0006024;GO:0044272;GO:0060876;GO:0060536;GO:0033339;GO:0008593;GO:0060042;GO:0060173;GO:0003007;GO:0006486;GO:0031667;GO:0042060
1363816	GO:0004181;GO:0006508;GO:0005814;GO:0036064;GO:0035610;GO:0008270;GO:0005829;GO:0016021
1294608	GO:0004114;GO:0007165;GO:0048471;GO:0005741;GO:0046872;GO:0005759;GO:0005829;GO:0046069;GO:0005743;GO:0043951;GO:0010754;GO:0042803;GO:0030911;GO:0005634;GO:0030553;GO:0030552;GO:0042301;GO:0005886;GO:0010821;GO:0005840;GO:0016021;GO:0008144;GO:0010628;GO:1904613;GO:0071321;GO:0043117;GO:0036006;GO:0043116;GO:0071320;GO:0071560;GO:0035690;GO:0000122
1371779	GO:0003755;GO:0000413
1384426	GO:0016491;GO:0055114;GO:0016021
1466037	GO:0030150;GO:0005744;GO:0019904;GO:0015450;GO:0005759;GO:0016021;GO:0002168
1475036	GO:0030276;GO:0030131;GO:0016192;GO:0006886;GO:0004725;GO:0005905;GO:0005802;GO:0030136;GO:0098590;GO:0048749;GO:0010508;GO:0016021;GO:0009792;GO:0035335
1305356	GO:0033028;GO:0031996;GO:0031527;GO:0120183;GO:0003924;GO:0090543;GO:0005525;GO:0055038;GO:0036010;GO:0032154;GO:0035020;GO:0097284;GO:0001726;GO:0051549;GO:2000009;GO:0030139;GO:0097178;GO:0047485;GO:0060998;GO:0051489;GO:0005938;GO:0034394;GO:0090162;GO:1903078;GO:0032456;GO:0001889;GO:0030866;GO:0031681;GO:0050714;GO:0031901;GO:0005829;GO:0098978;GO:0005794;GO:0098793;GO:0099503;GO:0030054;GO:0030838;GO:0070062;GO:0030659;GO:0030133;GO:0006886;GO:0061009;GO:0055113;GO:0099562;GO:2000171;GO:1990090;GO:1905606;GO:0034331;GO:0048488;GO:1901888;GO:0090073;GO:0050432;GO:1903393;GO:0031584;GO:0048261;GO:0007155;GO:0007049;GO:0051301
1305357	GO:0015074;GO:0004523;GO:0090502;GO:0003676;GO:0004190;GO:0006508
1475032	GO:0006897;GO:0005737;GO:0042171;GO:0061174;GO:0097753;GO:0005543;GO:0097749;GO:0036466;GO:0097320;GO:0042802;GO:0030054;GO:0050803;GO:0005096;GO:0000045;GO:0097708;GO:0098805;GO:0098588;GO:0012505;GO:0009267;GO:0043547
1409804	GO:0070003;GO:0005839;GO:0051603;GO:0004175;GO:0005634;GO:0001530;GO:0005737;GO:0002862;GO:0016021;GO:0043632;GO:0043248
1340521	GO:0005200;GO:0005874;GO:0007017;GO:0007010;GO:0003924;GO:0005525;GO:0000278;GO:1990791;GO:0005737;GO:0005623;GO:0016021;GO:0003725
1319476	GO:0006672;GO:0016811;GO:0030176;GO:0030173;GO:0004553;GO:0071602;GO:0005509;GO:0008270;GO:0046512;GO:0005783;GO:0030149;GO:0042552;GO:0006954;GO:0008284;GO:0043067;GO:0043604
1472110	GO:0005509
1426010	GO:0044357;GO:0004386;GO:0005634;GO:0030307;GO:0005524;GO:0070013;GO:0043232;GO:0003676;GO:0006364;GO:0140098;GO:0008625;GO:0008380
1422068	GO:0008017;GO:0005874;GO:0031110;GO:0032014;GO:0019901;GO:0120182;GO:0042802;GO:0051549;GO:0008234;GO:0150117;GO:0005815;GO:1904825;GO:0005925;GO:0051233;GO:0005737;GO:0016021;GO:0051225;GO:0043547;GO:0048701;GO:0051301;GO:0006508
1422066	GO:0003964;GO:0006278;GO:0009897;GO:0005874;GO:0090305;GO:0004519;GO:0003677;GO:0005200;GO:0000786;GO:0003924;GO:0005525;GO:0016021;GO:0022857;GO:0005737;GO:0031295;GO:0042130;GO:0042102;GO:0071222;GO:0008270;GO:0006996;GO:0015074;GO:0065004;GO:0007017;GO:0006310;GO:0006955;GO:0007166;GO:0044419;GO:0055085
1437315	GO:0015074;GO:0004190;GO:0016021;GO:0003676;GO:0008270;GO:0006508;GO:0005525
1475446	GO:0008270
1475445	GO:0004615;GO:0009298;GO:0005737;GO:0043025;GO:0070003;GO:0005654;GO:0004175;GO:0005515;GO:0016021;GO:0006487;GO:0090171;GO:0048701;GO:0006013;GO:0022008;GO:0045047;GO:0019853;GO:0006508
1470122	GO:0005730;GO:0042254;GO:0003824;GO:0006396;GO:0005515;GO:0003735;GO:0005840;GO:0090502;GO:0016072;GO:0006412
1429907	GO:0006913;GO:0003924;GO:0005634;GO:0005525;GO:0015031;GO:0005737;GO:0005840;GO:0005087;GO:0016021;GO:0010972;GO:0034504;GO:0071166;GO:0031503;GO:0003899;GO:0050658;GO:0072594;GO:0010467;GO:0033750;GO:0051656;GO:0042254;GO:0003407;GO:0032774;GO:0023052
1475441	GO:0004830;GO:0006436;GO:0005829;GO:0005634;GO:0032991;GO:0005524;GO:0016021;GO:0019210;GO:0019901;GO:0019904;GO:0042803;GO:0010835;GO:0045765;GO:0006469;GO:0001525;GO:0031334;GO:0010628
1429908	GO:0006913;GO:0003924;GO:0005634;GO:0005525;GO:0015031;GO:0005737;GO:0034504;GO:0071166;GO:0031503;GO:0050658;GO:0005087;GO:0072594;GO:0006997;GO:0033750;GO:0051656;GO:1901987;GO:0042254;GO:0031938;GO:0046822;GO:0043628;GO:0090503;GO:0003407;GO:0016072;GO:0045930;GO:0010948
1380234	GO:0016567;GO:0080008;GO:0005515;GO:0005654;GO:0043161;GO:0043687
1380235	GO:0048240;GO:0031514;GO:0030317;GO:0005737;GO:0003341;GO:0001932
1475449	GO:0042981;GO:0005164;GO:0005829;GO:0033209;GO:0009898;GO:0008270;GO:0005794;GO:0004842;GO:0031625;GO:0016021;GO:0050694;GO:1902533;GO:0046328;GO:0001934;GO:0008063;GO:0038061;GO:1901222;GO:0050688;GO:0032088;GO:0051865;GO:0043122;GO:0033674;GO:0045087;GO:0001817;GO:0045859;GO:0070534;GO:0044419;GO:0001878;GO:0009247
1317818	GO:0035091;GO:0030512;GO:0016021;GO:0000350
