"sequence_id"	"GO_term"
860816	GO:0006509;GO:0004222;GO:0097197;GO:0097038;GO:0007229;GO:0016021;GO:0007219;GO:0097060;GO:0014069;GO:0019901;GO:0098978;GO:0005798;GO:0042803;GO:0009986;GO:0017124;GO:0030054;GO:0005178;GO:0042987;GO:0046872;GO:0005794;GO:0042117;GO:0098696;GO:0010820;GO:0030425;GO:0003676;GO:0030424;GO:0030136;GO:0090102;GO:0007162;GO:0046931;GO:0005634;GO:0034332;GO:0098796;GO:0098588;GO:0099173;GO:0008593;GO:0030307;GO:0070820;GO:0034612;GO:0042581;GO:0044309;GO:1901998;GO:0070062;GO:0001701;GO:0005788;GO:1901342;GO:0008021;GO:0043025;GO:0008284;GO:0030659;GO:0098805;GO:0031984;GO:0016485;GO:0006468;GO:0007220;GO:0043312;GO:0050435;GO:0022617;GO:0031293;GO:0061001;GO:0097327;GO:0043687;GO:0007283;GO:0043065;GO:0007267
839756	GO:0005856;GO:0005524;GO:0005737
965940	GO:0071469;GO:0004714;GO:0005899;GO:0043560;GO:0043548;GO:0030424;GO:0007169;GO:0018108;GO:0030238;GO:0016500;GO:0046777;GO:0031532;GO:0005524;GO:0032869;GO:0033674
816370	GO:0003964;GO:0006278
781027	GO:0004683;GO:0006468;GO:0043005;GO:0005516;GO:0016021;GO:0005737;GO:0005524;GO:0003146;GO:0048793;GO:0060113
781029	GO:0004683;GO:0006468;GO:0098685;GO:0005516;GO:0014069;GO:0030054;GO:0043005;GO:0005524;GO:0003146;GO:0005739;GO:0005954;GO:0036477;GO:0099524;GO:0035254;GO:0099523;GO:0009931;GO:0099634;GO:0098978;GO:0042803;GO:0032838;GO:0032794;GO:0044297;GO:0003735;GO:0046872;GO:0016021;GO:0099148;GO:0005840;GO:0010666;GO:0005634;GO:1902108;GO:0002931;GO:0048168;GO:0048813;GO:0051928;GO:0018210;GO:0000082;GO:0018209;GO:0006816;GO:0060996;GO:0038166;GO:2001222;GO:0051092;GO:0098989;GO:0099004;GO:0098970;GO:0098696;GO:1902414;GO:1903076;GO:0001666;GO:0006412
847433	GO:0021853;GO:0003676;GO:0005634;GO:0021797;GO:0001227;GO:0001228;GO:0021902;GO:0016021;GO:0043697;GO:0048664;GO:0003682;GO:0021542;GO:0007413;GO:1902667;GO:0046872;GO:0016358;GO:0045665;GO:0007626;GO:0045666;GO:0008285;GO:0000122;GO:0045944;GO:0021767;GO:0071679;GO:0021854;GO:0097150;GO:0008593;GO:0055114
883677	GO:0008271;GO:1902358;GO:0016021
883676	GO:0008271;GO:1902358;GO:0016021
847437	GO:0004111;GO:0046314;GO:0005524;GO:0016310
961880	GO:0007296;GO:0000978;GO:0005634;GO:0061614;GO:0060674;GO:0070013;GO:0006357;GO:2000144;GO:0001701;GO:0003700;GO:0005667;GO:0005737;GO:0031668;GO:0009615;GO:0044419
973463	GO:0005930;GO:0051493;GO:0008017
874236	GO:0005856
785924	GO:0016021;GO:0031098;GO:0004674;GO:0032147;GO:0048812;GO:0042025;GO:0007346;GO:0005737;GO:0023014
785925	GO:0046872;GO:0031464;GO:0016567
976104	GO:0003917;GO:0006265;GO:0000793;GO:0005634;GO:0003677;GO:0004721;GO:0005515;GO:0003723;GO:0046872;GO:0007059;GO:1901890;GO:0051965;GO:0006470
976105	GO:0003917;GO:0006265;GO:0000793;GO:0005634;GO:0003677;GO:0017150;GO:0005840;GO:0016021;GO:0009982;GO:0004721;GO:0003723;GO:0007059;GO:0002943;GO:0003735;GO:0043167;GO:0032559;GO:0001522;GO:0006470;GO:0008144;GO:0006412
785928	GO:0004843;GO:0016579;GO:0016021;GO:0005484;GO:0061025;GO:0016192;GO:0006886
779020	GO:0031871;GO:1903553;GO:0090543;GO:0090611;GO:0048306;GO:0001772;GO:1903543;GO:0070971;GO:0042803;GO:0070062;GO:0061952;GO:0017124;GO:0010824;GO:0005815;GO:0042470;GO:0039702;GO:0070938;GO:0045171;GO:0051260;GO:0005923;GO:0042641;GO:0005829;GO:0005925;GO:0005623;GO:0048132;GO:0048133;GO:1990182;GO:0030036;GO:0046330;GO:0045199;GO:1901673;GO:0000912;GO:0070830;GO:0090559;GO:0051258;GO:0007080;GO:0030865;GO:0097435;GO:0006997;GO:0006915;GO:0036258;GO:0015031
921202	GO:0008536;GO:0006886;GO:0005634;GO:0046332;GO:0005829;GO:0042393;GO:0070013;GO:0016021;GO:0045087;GO:0034504;GO:0017038;GO:0051170;GO:0072594;GO:0044419
800905	GO:0032786;GO:0008270;GO:0005634;GO:0003746;GO:0046982;GO:0070013;GO:0000993;GO:0032991;GO:0016021;GO:0003727;GO:0000981;GO:0032785;GO:0006414;GO:0034243;GO:0006368;GO:0000122;GO:0045944;GO:0006325;GO:0006397;GO:0002376
924961	GO:0004314;GO:0006633;GO:0005739;GO:0016020;GO:0003924;GO:0005525;GO:0032486
924960	GO:0008670;GO:0120162;GO:0005654;GO:0070402;GO:0005829;GO:0006635;GO:0042802;GO:1902494;GO:0005739
959127	GO:0015267;GO:0055085;GO:0016021
875727	GO:0022857;GO:0055085;GO:0016021
887928	GO:0006915;GO:0004888;GO:0016021;GO:0006955;GO:0007165
786691	GO:0036158;GO:0005874;GO:0045504;GO:0043014;GO:0003774;GO:0005737;GO:0018095
837922	GO:0004335;GO:0006012;GO:0005737;GO:0005534;GO:0046835;GO:0005524;GO:0033858
958534	GO:0043565;GO:0005634;GO:0006355;GO:0003700;GO:0005829;GO:0005741;GO:0008013;GO:0005759;GO:0019901;GO:0043523;GO:2000026;GO:0032991;GO:0006390;GO:1901216;GO:0033209;GO:0030336;GO:0043065;GO:0045597;GO:0051240;GO:0002684;GO:1903508;GO:0006417;GO:1903507;GO:0010628;GO:2000113;GO:0010629;GO:0065008
847387	GO:0004053;GO:0006525;GO:0005739;GO:0000050;GO:0005829;GO:0046872;GO:0062040;GO:0055037;GO:0017137;GO:1905403;GO:0030234;GO:0071644;GO:0071641;GO:1905077;GO:0071650;GO:2000666;GO:2000562;GO:1904468;GO:0003924;GO:2000774;GO:1900425;GO:0016740;GO:0002829;GO:0050706;GO:1903426;GO:0001657;GO:0006941;GO:0023057;GO:0010648;GO:0006591;GO:0009065;GO:0090630;GO:0090368;GO:0006886;GO:0045054;GO:0032482;GO:0045055
917845	GO:0004672;GO:0006468;GO:0005816;GO:0005935;GO:0005524;GO:0016021;GO:0005634;GO:0018212;GO:0005737;GO:0005886;GO:0018209;GO:1903047;GO:0051229;GO:0007088;GO:0046873;GO:1901990;GO:0004888;GO:0018210;GO:0007165;GO:0061640;GO:0000280;GO:0000819;GO:0030261;GO:0071173;GO:1902100;GO:1905819;GO:0033046;GO:0051784;GO:0030001;GO:0045930;GO:0055085
837928	GO:0004335;GO:0006012;GO:0005737;GO:0005534;GO:0046835;GO:0016021;GO:0005524;GO:0019320;GO:0033858;GO:0006470;GO:0004721;GO:0046872
949775	GO:0098038;GO:0004803;GO:0006915
887000	GO:0006486;GO:0016757;GO:0016021;GO:0005794;GO:0005783;GO:0015012;GO:0019899;GO:0005789;GO:0003677;GO:0046872;GO:0098588;GO:0032991;GO:0006024;GO:0090287;GO:0030202;GO:0045880;GO:0090100;GO:0090263;GO:0007275;GO:0050650;GO:0033692;GO:0009653;GO:0006357;GO:0061387;GO:0010769;GO:0044272;GO:0048638;GO:0120035;GO:0051960;GO:0006044;GO:0016055;GO:0120036;GO:0048468;GO:0002376;GO:0006935;GO:0006928
887002	GO:0006904;GO:0000145;GO:0005515;GO:0090543;GO:0030426;GO:0048471;GO:0006893;GO:0016020;GO:0030218;GO:0015031
887003	GO:0006904;GO:0000145;GO:0004559;GO:0005254;GO:0012505;GO:0016020;GO:0005515;GO:0043231;GO:0000977;GO:0006893;GO:0006517;GO:0006491;GO:0006013;GO:1902476;GO:0000981;GO:0004743;GO:0015031;GO:0007417;GO:0032869;GO:0006357;GO:0006096
939381	GO:0010181;GO:0055114;GO:0042579;GO:0046296;GO:0016491;GO:0009062;GO:0030258;GO:0006089
782590	GO:0006308;GO:0004536;GO:0005634;GO:0004519;GO:0005783;GO:0016021;GO:0003677;GO:0090305;GO:0002088;GO:0060041;GO:0070948;GO:0002283;GO:0002673;GO:0030262;GO:0010623
782594	GO:0005576;GO:0005509
928002	GO:0003723
916243	GO:0004707;GO:0000165;GO:0005634;GO:0030111;GO:0005737;GO:0042169;GO:0005524;GO:0016021;GO:0042501;GO:0018107;GO:0009968;GO:0031625;GO:0007179;GO:0008134;GO:0000287;GO:0050821;GO:0016853;GO:0046777;GO:0008593;GO:0009967;GO:0050769;GO:0010468;GO:1903506;GO:2000112;GO:0030901
938160	GO:0004540;GO:0006397;GO:0090501
830068	GO:0030317;GO:0015385;GO:0016021;GO:0035725;GO:0097228;GO:0030672;GO:0016323;GO:1902600;GO:0010008;GO:0010348;GO:0016491;GO:0030054;GO:0042802;GO:2001206;GO:0061178;GO:0031966;GO:0055114;GO:0072583
789282	GO:0006627;GO:0008236;GO:0042720;GO:0004175;GO:0016021;GO:0006465;GO:0033108
958983	GO:0004747;GO:0006014;GO:0005634;GO:0019323;GO:0005737;GO:0046835;GO:0005524;GO:0016021;GO:0046872;GO:0042802;GO:0006098;GO:0051536;GO:0009055;GO:0022900
799133	GO:0070577;GO:0043968;GO:0035267;GO:0043967;GO:0008022;GO:0031965;GO:0005200;GO:0006355;GO:0003700;GO:0003677;GO:0016363;GO:0016021;GO:0040008;GO:0000278;GO:1903508;GO:0010628;GO:0007010
977211	GO:0031514;GO:0036159;GO:0070840;GO:2000574;GO:0005515;GO:0003341;GO:0097545;GO:0016021;GO:0048870
783172	GO:0043654;GO:2001065;GO:0031232;GO:0043394;GO:0003823;GO:0048306;GO:0033691;GO:0002253;GO:0038187;GO:0008228;GO:0001664;GO:2000484;GO:0046597;GO:0050830;GO:0050829;GO:0034394;GO:0006959;GO:0045087;GO:0002768;GO:0045089;GO:0023056;GO:0010647;GO:0007186;GO:0044419
851994	GO:0016021;GO:0003964;GO:0006278;GO:0006355
811639	GO:0005509
963621	GO:0004222;GO:0006508;GO:0005769;GO:0008270;GO:0016020;GO:0018996;GO:0090630;GO:0017137;GO:0005549;GO:0005096;GO:0006886
963624	GO:0006334;GO:0005634;GO:0042393;GO:0015485;GO:0030332;GO:0042470;GO:0008047;GO:0032174;GO:0042802;GO:0008134;GO:2000179;GO:0050769;GO:0016021;GO:0000785;GO:0005829;GO:0070013;GO:0001878;GO:0034724;GO:0098841;GO:2000617;GO:0007117;GO:0031116;GO:0031498;GO:0032986;GO:0032968;GO:0006606;GO:0043085;GO:0044419
918294	GO:0007179;GO:0005667;GO:0003700;GO:0005634;GO:0003677;GO:0005737;GO:0001067;GO:0001102;GO:0071141;GO:0017053;GO:0003713;GO:0006355;GO:0070013;GO:0046872;GO:0071773;GO:0060022;GO:0048922;GO:0009880;GO:0060030;GO:0048264;GO:0043049;GO:0036342;GO:0060037;GO:2000826;GO:0001945;GO:0001947;GO:1905330;GO:0045995;GO:0090092;GO:0090287;GO:0048514;GO:1903508;GO:0010628;GO:0060395;GO:0045705;GO:0007417;GO:0048100;GO:0007488;GO:0045464;GO:0001714;GO:0008586;GO:0045887;GO:0042078;GO:0007480;GO:0030718;GO:1901890;GO:0035019;GO:0030707;GO:0001657;GO:2000134;GO:0035282;GO:0060348;GO:0051216;GO:0060322;GO:0071407;GO:0045595;GO:1903507;GO:2000113;GO:0010629;GO:0006468
918290	GO:0042273;GO:0005730;GO:0003723;GO:0042274;GO:0003677
948571	GO:0031514;GO:0007283;GO:0072687;GO:0035082;GO:0000794;GO:0007281;GO:0005737;GO:0099513;GO:0016020;GO:0016192;GO:0051321;GO:0007275
979172	GO:0035593;GO:0016600;GO:0005198;GO:0061357;GO:0035011;GO:0051491;GO:0005829;GO:0007155;GO:0044419
920917	GO:0004707;GO:0000165;GO:0005634;GO:0005737;GO:0036064;GO:0005524;GO:0005911;GO:0035253;GO:0005515;GO:0016021;GO:0010468;GO:1902017;GO:1903013;GO:0044671;GO:0043326;GO:0051344;GO:1990443;GO:1905301;GO:0090494;GO:1904491;GO:0031152;GO:0043327;GO:0072718;GO:0007190;GO:0038083;GO:0050921;GO:0019933;GO:0032496;GO:0007166;GO:0007186;GO:0010604;GO:0007049;GO:0051301;GO:0044419
852311	GO:0019706;GO:0018345;GO:0005783;GO:0005789;GO:0016021;GO:0018231;GO:0061608;GO:0005794;GO:0006612;GO:0008270;GO:0031300;GO:0098588;GO:0048471;GO:0005886;GO:0006606;GO:0045234;GO:0071542;GO:0030900
842678	GO:0006351;GO:0003899;GO:0005665;GO:0003676;GO:0031369;GO:0000932;GO:0046982;GO:0060213;GO:0046695;GO:0000124;GO:0000291;GO:0005669;GO:0045948;GO:0016021;GO:0006915;GO:0035019;GO:0060964;GO:0008543;GO:0050434;GO:0006283;GO:0006370;GO:0000398;GO:0006357
979174	GO:0102130;GO:0009102;GO:0010340;GO:0032259
893474	GO:0004672;GO:0006468;GO:0005524
857238	GO:0004672;GO:0006468;GO:0005524;GO:0035556
836325	GO:0016746;GO:0031998;GO:0016021;GO:0001945;GO:0005739;GO:0098878;GO:0003676;GO:0098978;GO:0030425;GO:0030424;GO:0009437;GO:0098794;GO:0031227;GO:0061959;GO:0030054;GO:0001676;GO:0030855;GO:0005783;GO:1990351;GO:0009617;GO:0031226;GO:0048646;GO:0044419;GO:0099072
941515	GO:0016491;GO:0055114;GO:0005737;GO:0006739;GO:0006091;GO:0003723
836321	GO:0003755;GO:0000413;GO:0005789;GO:0005783;GO:0005528;GO:0005515
976819	GO:0003924;GO:0032486;GO:0016020;GO:0005525;GO:0055037;GO:0071944;GO:0030336;GO:0005829;GO:0005634;GO:0040002;GO:0019003;GO:0030033;GO:0044548;GO:0031625;GO:0031954;GO:0015631;GO:0048814;GO:0000287;GO:0008544;GO:0046328;GO:0072659;GO:0035690;GO:0031532;GO:0007507;GO:0045184
862412	GO:0004677;GO:0006303;GO:0005634;GO:0006468;GO:0003677;GO:0005524
815617	GO:0008083;GO:0007165
818990	GO:0004471;GO:1902031;GO:0005739;GO:0006108;GO:0055114;GO:0051287;GO:0005829;GO:0004473;GO:0016021;GO:0046872;GO:0006090;GO:0009725;GO:0008948;GO:0009743;GO:0051262;GO:0019216;GO:0050661;GO:0043531;GO:0005515;GO:0009055;GO:0009165;GO:0005975;GO:0006091
878393	GO:0005761;GO:0003735;GO:0006412;GO:0000315;GO:0098798;GO:0016021;GO:0140053
937123	GO:0047025;GO:0006703;GO:0005759;GO:0070404;GO:0051290;GO:0047035;GO:0008209;GO:0004303;GO:0005740;GO:0003857;GO:0005886;GO:0006633;GO:0048038;GO:0055114
878397	GO:0006506;GO:0005789;GO:0004307;GO:0016021;GO:0005783
834783	GO:0005509
937120	GO:0005509;GO:0097192;GO:0005741;GO:1901385;GO:0008630;GO:0042802;GO:2001243;GO:0071277;GO:0046982;GO:0003779;GO:0016021;GO:0048839
915748	GO:0005307;GO:0008292;GO:0031594;GO:0030054;GO:0043025;GO:0015871;GO:0005886;GO:0016021;GO:0055085;GO:0033265;GO:0030425;GO:0030424;GO:0007271;GO:0007274;GO:0001701
915747	GO:0034462;GO:0003723;GO:0005730;GO:0000472;GO:0000480;GO:0001671;GO:0000447;GO:0016491;GO:0032781;GO:0016021;GO:0055114
853716	GO:0016021
909569	GO:0006338;GO:0000228;GO:0070984;GO:0030957;GO:0070983;GO:0003677;GO:0008586;GO:0007406;GO:0008587;GO:0003713;GO:0007474;GO:0043697;GO:0097150;GO:0008270;GO:1904949;GO:0000785;GO:0016021;GO:1903508;GO:0006357;GO:0010628;GO:0031498;GO:0032986;GO:0034728;GO:0006281
842264	GO:0035329;GO:0004674;GO:0000922;GO:0000278;GO:0060429;GO:0003139;GO:0030331;GO:0048598;GO:0071495;GO:0005524;GO:0071310;GO:0019901;GO:0006468;GO:0071772;GO:0000287;GO:0007178;GO:0051220;GO:0033146;GO:0001827;GO:0048729;GO:0044839;GO:0033138;GO:0045736;GO:0090090;GO:0043588;GO:2000058;GO:0008544;GO:0030879;GO:0030833;GO:0006357;GO:0000819;GO:0009725;GO:0000904;GO:0034613;GO:0046620;GO:0044843;GO:0018209;GO:0043065
812046	GO:0061928;GO:0006751;GO:0005802;GO:0003839;GO:0005829;GO:0016012;GO:0005112;GO:0016740;GO:0042383;GO:0003937;GO:0008324;GO:0010955;GO:0045746;GO:0070059;GO:0048731;GO:0006986;GO:0007219;GO:0030154;GO:0060047;GO:0014706;GO:0006189;GO:0098655
794749	GO:0004697;GO:0006468;GO:0099522;GO:0035556;GO:0009931;GO:0044305;GO:0014069;GO:0008270;GO:0030425;GO:0005524;GO:0097060;GO:0032425;GO:0005911;GO:0043278;GO:0099171;GO:0048265;GO:0032095;GO:0005634;GO:0060384;GO:0007635;GO:0004712;GO:0031397;GO:1901799;GO:0035403;GO:0008432;GO:0048471;GO:2000300;GO:0030159;GO:0000932;GO:0050764;GO:0005078;GO:0043025;GO:0019894;GO:0061631;GO:0005783;GO:0016021;GO:0042752;GO:0030234;GO:0003729;GO:0003677;GO:0007268;GO:0007596;GO:0018209;GO:1990911;GO:0043066;GO:1901215;GO:0043523;GO:0007611;GO:0009967;GO:0034350;GO:0006816;GO:0031087;GO:0002159;GO:0090330;GO:0031664;GO:0043506;GO:0043536;GO:0001938;GO:0070555;GO:0018210;GO:0000290;GO:0045766;GO:0045931;GO:0048511;GO:0071902;GO:0032147;GO:0002833;GO:0032103;GO:0001775;GO:0045785;GO:0016570;GO:0016567;GO:0016192;GO:0033554
947060	GO:0030041;GO:0005885;GO:0003779;GO:0034314;GO:0036195;GO:0005200;GO:0044877;GO:0030027;GO:0035254;GO:0051117;GO:0004930;GO:0005737;GO:0098978;GO:0005925;GO:0031982;GO:0012505;GO:0035861;GO:0043005;GO:0043230;GO:0061826;GO:0061835;GO:0061834;GO:0061830;GO:0010592;GO:0061825;GO:0005634;GO:1900026;GO:0005615;GO:0071437;GO:0031941;GO:0043204;GO:0032587;GO:0030427;GO:1905926;GO:2000814;GO:0072752;GO:0098793;GO:0070358;GO:0098794;GO:0038096;GO:0016021;GO:0071803;GO:0070528;GO:0036120;GO:2000251;GO:0014911;GO:0090314;GO:0071364;GO:0051491;GO:0048013;GO:0010631;GO:0016331;GO:0007186;GO:0061024
791996	GO:0046872;GO:0016021;GO:0016740
794745	GO:0006013;GO:0004559;GO:0005654;GO:0030246;GO:0009313;GO:0016021
805996	GO:0016740
818199	GO:0004252;GO:0030141;GO:0006508;GO:0005615;GO:0051604;GO:0097186;GO:0022617;GO:0030163
858017	GO:0036459;GO:0016579;GO:0005794;GO:0006511;GO:0005747;GO:0005509;GO:0003924;GO:0005829;GO:0005525
815927	GO:0016706;GO:0070544;GO:0005634;GO:0032452;GO:0005506;GO:0070013;GO:0055114;GO:0043232;GO:0008168;GO:0016021;GO:0032259;GO:0015269;GO:0034720;GO:0045892;GO:0045668;GO:0071805
978553	GO:0021595;GO:0005634;GO:0061665;GO:0003677;GO:0001102;GO:0014040;GO:0021666;GO:0046872;GO:0021660;GO:0001228;GO:0031625;GO:0070013;GO:0035283;GO:0005737;GO:0021612;GO:0031643;GO:0001067;GO:0003682;GO:0007622;GO:0035914;GO:0014037;GO:0008045;GO:0045444;GO:0042552;GO:0016925;GO:0030278;GO:0006611;GO:0045944;GO:0006366;GO:0071310
929665	GO:0003746;GO:0006414;GO:0044164;GO:0003924;GO:0005525;GO:0005737;GO:0043231;GO:1903615;GO:0019903;GO:0005516;GO:0008270;GO:0044414
929663	GO:0003746;GO:0006414;GO:0005737;GO:0003924;GO:0005525
803669	GO:0010506;GO:0005764;GO:0005515;GO:0045494;GO:0001917;GO:0016324;GO:0005794;GO:0007601;GO:0016021;GO:0098852;GO:0006915;GO:0006914;GO:0042742;GO:0044419
929661	GO:0003746;GO:0006414;GO:0005634;GO:0005737;GO:0003924;GO:0005525;GO:0016021;GO:0008270;GO:0016887;GO:0005524
819113	GO:0019722;GO:0005509
857909	GO:0004550;GO:0006228;GO:0005737;GO:0006183;GO:0016021;GO:0006241;GO:0005524;GO:0006165;GO:0046872;GO:0008061;GO:0004519;GO:0090305;GO:0005975
969270	GO:0047293;GO:0031305;GO:0006744;GO:0002083;GO:0008299;GO:0008412;GO:0004169;GO:0000062;GO:0003899;GO:0016798;GO:0003676;GO:0005736;GO:0005666;GO:0006071;GO:0005789;GO:0071712;GO:0035269;GO:0006360;GO:0006383
804716	GO:0004089;GO:0005739;GO:0015670;GO:0009617;GO:0042539;GO:0008270;GO:0005829;GO:0005623;GO:0070013;GO:0044419;GO:0016021;GO:0006885;GO:0098719;GO:0032230;GO:2001225;GO:0071466;GO:0030004;GO:0015701
804710	GO:0045893;GO:0003700;GO:0005634;GO:0003677;GO:0005524;GO:0070013;GO:0005667;GO:0005829;GO:0000785;GO:0140297;GO:0000428;GO:0002062;GO:0003682;GO:0016021;GO:0070848;GO:0019904;GO:0001503;GO:0001067;GO:0045595;GO:0030097;GO:0009719;GO:0051427;GO:0042487;GO:0061036;GO:0045778;GO:0035115;GO:0006357;GO:0045879;GO:0048568;GO:0040036;GO:0060350;GO:1904888;GO:0042475;GO:0048706;GO:0048469;GO:0048863;GO:0045165;GO:0007178;GO:0008284;GO:0042110;GO:0007399;GO:0045892;GO:0071310;GO:0006468;GO:0009953;GO:0098508;GO:1903708;GO:0072359;GO:1902026;GO:1990079;GO:0060591;GO:0001837;GO:0006366;GO:2001187;GO:2000515;GO:0050680;GO:1903707;GO:0045786;GO:0006352
822181	GO:0017137;GO:0031514;GO:0048870;GO:0008017
970080	GO:0004333;GO:0006106;GO:0045239;GO:0006099;GO:0005739;GO:0042393;GO:0048873;GO:0004053;GO:0006108;GO:0120162;GO:0035861;GO:0005829;GO:0046872;GO:0005634;GO:0070062;GO:0070013;GO:0000415;GO:0000821;GO:2001034;GO:0000050;GO:0006281;GO:0006525
936470	GO:0051260;GO:0008076;GO:0005249;GO:0034765;GO:0071805;GO:0043197;GO:0030955;GO:0030424;GO:0030054;GO:0086052;GO:0086050;GO:0051393;GO:0045121;GO:0098914;GO:0097110;GO:0019901;GO:0009986;GO:0060081;GO:0086091;GO:0019229;GO:0043266;GO:0007219;GO:0140115
974411	GO:0005856;GO:0005524;GO:0006744;GO:0005737;GO:0008289
914833	GO:0003918;GO:0006265;GO:0019035;GO:0000792;GO:0005654;GO:0005829;GO:0045870;GO:0003677;GO:0005524;GO:0001764;GO:0030900;GO:0005080;GO:0007409;GO:0042826;GO:0008022;GO:0097047;GO:0034506;GO:0035327;GO:0000795;GO:0003682;GO:0046982;GO:0000790;GO:0005730;GO:1990904;GO:0016021;GO:0042802;GO:0043021;GO:0046872;GO:0016491;GO:0000712;GO:0044774;GO:0000819;GO:0097046;GO:0090202;GO:0000019;GO:0031055;GO:0009303;GO:0006271;GO:0006333;GO:0140014;GO:0043461;GO:0030261;GO:0055114
897183	GO:0004602;GO:0006979;GO:0016021;GO:0098869;GO:0005829;GO:0055114
897188	GO:0045048;GO:0071818;GO:0051087;GO:0005730;GO:0005654;GO:1904378;GO:0051220
971689	GO:0015074;GO:0004190;GO:0003676;GO:0006508
919676	GO:0003777;GO:0007018;GO:0008017;GO:0005524
823922	GO:0006458;GO:0005524;GO:0005844;GO:0005829;GO:0034620;GO:0061077;GO:0044183;GO:0051787;GO:0042026;GO:0042149;GO:0006452;GO:0051082;GO:0000054;GO:0031072;GO:0016887;GO:0005516;GO:0002181;GO:0006415;GO:0006450;GO:0006364
888173	GO:0003964;GO:0006278;GO:0016021
851683	GO:0005509;GO:0055114;GO:0032440
927927	GO:0005347;GO:0015867;GO:0005739;GO:0019866;GO:0080122;GO:0043262;GO:0015228;GO:0080121;GO:0015217;GO:0016021;GO:0035349;GO:0015866
849827	GO:0046872;GO:0016567;GO:0000151;GO:0005737;GO:0051603;GO:0004842;GO:0061659;GO:0009615;GO:0051726;GO:0043632;GO:0044419
849828	GO:0046872;GO:0016567;GO:0005737;GO:0004842;GO:0051603
872271	GO:0003964;GO:0006278;GO:0070652;GO:0004672;GO:0016021;GO:0043167;GO:0032559;GO:0008144;GO:0051225;GO:0006468
841468	GO:0032580;GO:0008417;GO:0036065;GO:0006486;GO:0016021
945794	GO:0004198;GO:0006508;GO:0005737;GO:0043025;GO:0005509;GO:0048468;GO:0015629;GO:0016020;GO:0051146;GO:0010927;GO:0003743;GO:0031032;GO:0003924;GO:0005525;GO:0097435;GO:0070925;GO:0071695;GO:0032869;GO:0010631;GO:0030182;GO:0002065;GO:0007292;GO:0022412;GO:0051604;GO:0003006;GO:0008345;GO:0042274;GO:0042335;GO:0000768;GO:0008340;GO:0050832;GO:0009953;GO:0006413;GO:0044419
959469	GO:0004449;GO:0006099;GO:0005739;GO:0051287;GO:0000287;GO:0006102;GO:0000786;GO:0005634;GO:0016021;GO:0046982;GO:0007034;GO:0003677
945798	GO:0045214;GO:0004198;GO:0030315;GO:0030018;GO:0005509;GO:0005829;GO:0005634;GO:0032991;GO:0055103;GO:0030246;GO:0031432;GO:0008307;GO:0004553;GO:0031402;GO:0006508;GO:0060090;GO:0014718;GO:0033234;GO:0014850;GO:0051092;GO:0043122;GO:0045862;GO:0005975;GO:0043066;GO:0045893;GO:0045892;GO:0050790;GO:0065003
844143	GO:0032364;GO:0097361;GO:0051539;GO:0001666;GO:0046872;GO:0002244;GO:0016226;GO:0005515;GO:0010468
798006	GO:0004731;GO:0009116;GO:0005737;GO:0005886;GO:0047724;GO:0070635;GO:0002060;GO:0042301;GO:0042802;GO:0017147;GO:0001882;GO:0005509;GO:0008144;GO:0046497;GO:0034656;GO:1901658;GO:0019365;GO:0072523;GO:0034356;GO:0034418;GO:0070970;GO:0072526;GO:0046638;GO:0042102;GO:0023061;GO:0006955;GO:0042493;GO:0030178
803845	GO:0004222;GO:0070285;GO:0016021;GO:0030318;GO:0006508
