"sequence_id"	"GO_term"
4105653	GO:0003735;GO:0006412;GO:0005840;GO:0048027;GO:0070181;GO:0005524;GO:0016021;GO:0043249;GO:0043009;GO:0000028;GO:0000462
4159288	GO:0005347;GO:0015867;GO:0016021;GO:0005743;GO:0055085
4203492	GO:0015074;GO:0003676;GO:0008270
4268220	GO:0016021
4122081	GO:0006606;GO:0008536;GO:0000790;GO:0032991;GO:0006335;GO:0006336
4122887	GO:0070403;GO:0016575;GO:0070013;GO:0017136;GO:0043231;GO:0031934;GO:0008270;GO:1990421;GO:0033553;GO:0005721;GO:0005737;GO:0034983;GO:0016740;GO:1902551;GO:2000470;GO:1904833;GO:0034739;GO:0032991;GO:0043565;GO:1901668;GO:0046982;GO:0019866;GO:0042903;GO:0035035;GO:0042826;GO:0030496;GO:0005814;GO:0072686;GO:0043130;GO:0005813;GO:0003682;GO:0005874;GO:0008134;GO:1903109;GO:0051082;GO:0005509;GO:0016491;GO:2000304;GO:0000183;GO:0012505;GO:0005886;GO:0016021;GO:2000757;GO:0045950;GO:0030702;GO:0060303;GO:0031939;GO:0009060;GO:2000777;GO:0061428;GO:0090042;GO:1900425;GO:0048012;GO:0035729;GO:0045843;GO:0043491;GO:0014065;GO:0042177;GO:0071219;GO:0006471;GO:0008285;GO:0043161;GO:0010507;GO:0051726;GO:0044419;GO:0006457;GO:0055085
4138995	GO:0015935;GO:0003735;GO:0006412;GO:0003723
4188966	GO:0038128;GO:0030971;GO:0005925;GO:0071277;GO:0005544;GO:0005654;GO:0048306;GO:0005730;GO:0005829;GO:0030335;GO:0004674;GO:0005886;GO:0005739;GO:0071363;GO:0031965;GO:0003723;GO:0016021;GO:0006468;GO:1903265;GO:0043122
4163190	GO:0005509;GO:0016020
4163191	GO:0005509;GO:0019722;GO:0016021;GO:0004672;GO:0016787;GO:0006468;GO:0005524;GO:0055085;GO:0022857
4118024	GO:0015074;GO:0003676;GO:0004190;GO:0008270;GO:0006508
4098992	GO:0035494;GO:0016887;GO:0005524;GO:0033059;GO:0021700;GO:0001654;GO:0048933;GO:0048929;GO:0048940;GO:0043476;GO:0048942;GO:0048897;GO:0048794;GO:0050931;GO:0021854;GO:0014044;GO:0051648;GO:0090596;GO:0060429;GO:0061024;GO:0051716
4094949	GO:0016021
4158881	GO:0051082;GO:0006457;GO:0031594;GO:0030054;GO:0036098;GO:0060250;GO:0005178;GO:0005615;GO:0090129;GO:2001046;GO:0005581;GO:0016021;GO:0016757
4234028	GO:0015074;GO:0003676;GO:0016021
4083939	GO:0003735;GO:0006412;GO:0005840;GO:0003723;GO:0005509;GO:0005829;GO:1990904;GO:0009506;GO:0005773;GO:0005730;GO:0008340;GO:0005618;GO:0015979;GO:0098805;GO:0098588;GO:0009654;GO:0005886;GO:0019898;GO:0016021
4234025	GO:0052590;GO:0009331;GO:0006072;GO:0005509;GO:0055114
4218450	GO:0007179;GO:0005667;GO:0003700;GO:0005634;GO:0003677;GO:0005737;GO:0003682;GO:0017151;GO:0071141;GO:0031625;GO:0001067;GO:0005623;GO:0006355;GO:0070013;GO:0016021;GO:0090256;GO:0045464;GO:0045572;GO:0044719;GO:0060395;GO:0016319;GO:0002052;GO:0032924;GO:0008340;GO:0071333;GO:0050803;GO:0007411;GO:1903508;GO:0010628;GO:0010507;GO:0071773;GO:0002051;GO:0060022;GO:0048922;GO:0060030;GO:0048264;GO:0043049;GO:0048813;GO:0036342;GO:0060037;GO:2000826;GO:0001945;GO:0045669;GO:0060048;GO:0001657;GO:0009880;GO:0001947;GO:0045995;GO:0030218;GO:0060348;GO:0051216;GO:0090092;GO:0090287;GO:0007281;GO:0048514;GO:0071407;GO:1903507;GO:2000113;GO:0010629;GO:0006468
4261221	GO:0006281;GO:0070182;GO:0005654;GO:0000149;GO:0005484;GO:0005829;GO:0003700;GO:0031201;GO:0003677;GO:0012505;GO:0016021;GO:0031398;GO:0006906;GO:0048278;GO:0006886;GO:0006355
4270631	GO:0004386;GO:0005634;GO:0006401;GO:0005524;GO:0070013;GO:0005737;GO:0043232;GO:0016021;GO:0003676;GO:0000472;GO:0000480;GO:0140098;GO:0000447
4240313	GO:0016021;GO:0003735;GO:0006412;GO:0005840
4077369	GO:0043087;GO:0007165
4287350	GO:0003875;GO:0051725;GO:0005576;GO:0005829;GO:0000287;GO:0030955;GO:0016021;GO:0017137;GO:0090630;GO:0005096;GO:0006886;GO:0052689;GO:0006629;GO:0018193
4238029	GO:0016973;GO:0005643;GO:0045892
4223937	GO:0004483;GO:0080009;GO:0005654;GO:0005829;GO:0006370;GO:0003676;GO:0016021
4124300	GO:0003743;GO:0006413
4192169	GO:0003824;GO:0005886;GO:0016021
4282951	GO:0022857;GO:0055085;GO:0016021
4150052	GO:0005853;GO:0003746;GO:0006414;GO:0005829;GO:0042627;GO:0034364;GO:0005085;GO:0016021;GO:0060228;GO:0031210;GO:0015485;GO:0005509;GO:0030300;GO:0010873;GO:0034380;GO:0051006;GO:0034372;GO:0033700;GO:0010898;GO:0043691;GO:0045723;GO:0033344;GO:0070328;GO:0006695;GO:0042632;GO:0046470;GO:0042157
4128103	GO:0000266;GO:0005741;GO:0055088;GO:0016021
4158089	GO:0051291;GO:0005637;GO:0005515;GO:0045444;GO:0016021
4158081	GO:0008603;GO:2000479;GO:0005952;GO:0030552;GO:0043198;GO:0097546;GO:0043197;GO:0098978;GO:0034236;GO:0030291;GO:0005813;GO:0031625;GO:0030054;GO:0007612;GO:0071901;GO:0050804;GO:0005886;GO:0047555;GO:0005829;GO:0043025;GO:0016301;GO:0045121;GO:0048471;GO:0070062;GO:0005840;GO:0006631;GO:0019934;GO:0016773;GO:0016021;GO:0019904;GO:0140096;GO:0005524;GO:0003735;GO:0016310;GO:0097338;GO:0006464;GO:0034199;GO:0097711;GO:0003091;GO:0071377;GO:0000086;GO:0010389;GO:0007596;GO:0006412
4162358	GO:0046872
4148766	GO:0046983;GO:0061588;GO:0016021;GO:0097603;GO:0019867;GO:0061778;GO:0022839;GO:0005247;GO:1902476;GO:0002407;GO:0030501;GO:0034767;GO:0007596;GO:0050965;GO:0050829;GO:0044419;GO:0002040
4175348	GO:0000184;GO:0004386;GO:0044530;GO:0005737;GO:0008270;GO:0035145;GO:0000784;GO:0003677;GO:0000785;GO:0005524;GO:0005654;GO:0032201;GO:0000294;GO:0003682;GO:0061158;GO:0071044;GO:0140098;GO:0003723;GO:0071347;GO:0032204;GO:0071222;GO:0044770;GO:0006449;GO:0009048;GO:0006281;GO:0044419
4261130	GO:0006260;GO:0005634;GO:0003677;GO:0003887;GO:0008395;GO:0000149;GO:0000428;GO:0016712;GO:0030894;GO:0042575;GO:0006259;GO:0006606;GO:0020037;GO:0070013;GO:0043195;GO:0031201;GO:0030054;GO:0046928;GO:0042738;GO:0012505;GO:0016079;GO:0031967;GO:0006805;GO:0034654;GO:0032200;GO:0060249;GO:0006082;GO:0055114
4175341	GO:0016864;GO:0005788;GO:0045454;GO:0005623;GO:0140096;GO:0034976;GO:0006457;GO:0009986
4175346	GO:0003689;GO:0005663;GO:0006260;GO:0006281;GO:0005634;GO:0090618;GO:0061860;GO:0031391;GO:0005524;GO:0070013;GO:0030173;GO:0005802;GO:0016485;GO:0004252;GO:0042769;GO:0070062;GO:0007004;GO:0005801;GO:0019904;GO:0008047;GO:0003690;GO:0005798;GO:0005338;GO:0005874;GO:0043565;GO:0008017;GO:0000122;GO:0015297;GO:0043085;GO:0003723;GO:0045893;GO:0022402;GO:0030705;GO:0070507;GO:1901264;GO:0090305;GO:0015931;GO:0055085
4127453	GO:0004806;GO:0016042;GO:0001650;GO:0048873;GO:0004771;GO:0048771;GO:0001816;GO:0030324;GO:0016615;GO:0008289;GO:0006954;GO:0008283;GO:0005576;GO:0005739;GO:0000902;GO:0006108;GO:0016125;GO:0001666;GO:0007586;GO:0006641;GO:0055114
4100275	GO:0030688;GO:0030515;GO:0000462;GO:0005730;GO:0008283;GO:0045177;GO:0009982;GO:0005654;GO:0001829;GO:0005737;GO:0005874;GO:0042995;GO:0001522
4088103	GO:0043486;GO:0005634;GO:0016021;GO:0006355;GO:0042981
4111886	GO:0003755;GO:0000413;GO:0005794;GO:0006457;GO:0005829;GO:0016018;GO:0051082;GO:0009507;GO:0005739;GO:0005886;GO:0003723;GO:0005788;GO:0033971;GO:0031410;GO:0008168;GO:0046686;GO:0062159;GO:0016780;GO:0009704;GO:0009585;GO:0031984;GO:0009742;GO:0097014;GO:0030964;GO:0009785;GO:0048046;GO:0005773;GO:0005634;GO:0008033;GO:0016021;GO:0005840;GO:0001932;GO:0006144;GO:0008654
4111889	GO:0003755;GO:0000413;GO:0005829;GO:0097014;GO:0006457;GO:0043231;GO:0016018;GO:0012505;GO:0051082;GO:0003723;GO:0070013;GO:0004860;GO:0006915;GO:0046686;GO:0006469;GO:0005886;GO:0016021
4275655	GO:0007219;GO:0005509;GO:0016021;GO:0030154;GO:0007275;GO:0050793
4250872	GO:0004252;GO:0006508;GO:0036457;GO:1901143;GO:0005576;GO:0090330;GO:0050796;GO:0032868
4186572	GO:0005813
4279762	GO:1901508;GO:0017112;GO:0005829;GO:0016021;GO:1905883;GO:0004096;GO:0098869;GO:0020037;GO:0055114
4295485	GO:0003735;GO:0006412;GO:0005840;GO:0003723;GO:0046982;GO:0005829;GO:0003677;GO:1990904;GO:0000786;GO:0005634;GO:0016021;GO:0000027
4084711	GO:0015934;GO:0003735;GO:0006412;GO:0003723;GO:0022626;GO:0016021;GO:0042273;GO:0007634;GO:0060059
4129504	GO:0005634
4084718	GO:0031418;GO:0032836;GO:0016021;GO:0039021;GO:0005783;GO:0016705;GO:0005506;GO:0055114;GO:0005509;GO:0018401;GO:0051213;GO:0045646;GO:0140096
4173374	GO:0005666;GO:0006383;GO:0003899;GO:0032728;GO:0003690;GO:0005515;GO:0005654;GO:0005829;GO:0045089;GO:0060041;GO:0045087;GO:0051607;GO:0044419;GO:0006359
4213360	GO:0006281;GO:0005634;GO:0071987;GO:0031465;GO:0097602;GO:0003676;GO:0031464;GO:0030674;GO:0044877;GO:0045722;GO:0046726;GO:1902188;GO:0035518;GO:0070013;GO:0045070;GO:0042752;GO:0005737;GO:0051702;GO:0043161;GO:0034644;GO:0043066;GO:0045732;GO:1901990;GO:0016055;GO:0048511
4214402	GO:0015935;GO:0003735;GO:0006412;GO:0003723;GO:0022626;GO:0000028;GO:0006450
4106402	GO:0019706;GO:0016021;GO:0018345;GO:1903830;GO:0005783;GO:0005789;GO:0005794;GO:0015095;GO:0018231;GO:0020008;GO:0003677;GO:0008290;GO:0016491;GO:0016787;GO:0031901;GO:0000439;GO:0006612;GO:0051016;GO:0006259;GO:0006351;GO:0006974;GO:0006412;GO:0055114
4235043	GO:0046983;GO:0016021;GO:0008610;GO:0061588;GO:0005506;GO:0031410;GO:0061778;GO:0022839;GO:0003924;GO:0005525;GO:0005886;GO:1902476;GO:0055114;GO:0016491;GO:0006511;GO:0020037
4135276	GO:0015074;GO:0003676
4135275	GO:0016787
4135270	GO:0015074;GO:0003676;GO:0016021;GO:0004190;GO:0008270;GO:0006508;GO:0005525
4080153	GO:0016471;GO:0042626;GO:1902600;GO:0009678;GO:0007430;GO:0033181;GO:0016787;GO:0016021;GO:0043068;GO:0012501;GO:0035002;GO:0006464;GO:0006754
4243159	GO:0004111;GO:0046314;GO:0016021;GO:0005524;GO:0016310
4207257	GO:0005044;GO:0006897;GO:0016020
4202046	GO:0031514;GO:2000583;GO:0002046;GO:0036372;GO:0017137;GO:0051642;GO:1902636;GO:0061512;GO:0044292;GO:0045198;GO:0030992;GO:0035845;GO:0097546;GO:0032391;GO:0090102;GO:0005902;GO:0008542;GO:0001750;GO:0060122;GO:0032420;GO:2000785;GO:0005814;GO:0005801;GO:0034067;GO:0042073;GO:0001736;GO:0005813;GO:1902017;GO:0061351;GO:0055007;GO:0007224;GO:0097542;GO:0005930;GO:0072659;GO:0000139;GO:0007283;GO:0001822;GO:0060828;GO:0060271
4125166	GO:1904984;GO:0001760;GO:0005829;GO:0062014;GO:0016021;GO:0031327;GO:0016787;GO:0051172;GO:0008270;GO:0042025;GO:0061630;GO:0005886;GO:0033691;GO:0019748;GO:0016538;GO:0043161;GO:0016567;GO:0004672;GO:0005524;GO:0007568;GO:0046874;GO:0006569;GO:0000079;GO:0006357;GO:0007155;GO:0006468;GO:0006351
4131958	GO:0003964;GO:0006278;GO:0005634;GO:0016021;GO:0008270
4275248	GO:0045747;GO:0097197;GO:0019899;GO:0009986;GO:0072659;GO:0016021;GO:0017147;GO:0042802;GO:0003735;GO:0031226;GO:0031300;GO:0012505;GO:0051604;GO:0016323;GO:0005840;GO:0061355;GO:1901048;GO:0006886;GO:0042661;GO:1903846;GO:0040018;GO:0017015;GO:0090100;GO:0006412
4137085	GO:0047938;GO:0005975;GO:0016021;GO:0030246;GO:0016829
4264417	GO:0072425;GO:0031465;GO:0004842;GO:0031464;GO:0005813;GO:0016212;GO:0010389;GO:0005730;GO:0005654;GO:0005829;GO:0019985;GO:1902751;GO:0009411;GO:0000209;GO:1901992;GO:0005694;GO:0005739;GO:0006513;GO:0045732;GO:0016021;GO:0006511;GO:0044773;GO:1901991;GO:0048511;GO:0097052;GO:0006260
4283024	GO:0016021;GO:0007030;GO:0006888;GO:0005793;GO:0030134;GO:0006886;GO:0005783;GO:0005794
4291678	GO:0008318;GO:0018342;GO:0005953;GO:0005965;GO:0090044;GO:0005875;GO:0090045;GO:0043014;GO:0030548;GO:0008017;GO:0030971;GO:0045213;GO:0005886;GO:0071340;GO:0005829;GO:0099601;GO:0019840;GO:0042277;GO:0008270;GO:0008144;GO:0034330;GO:0051771;GO:0051770;GO:0010033;GO:0045787;GO:0008284;GO:0043066;GO:0022400;GO:0010035;GO:0007178;GO:0071495;GO:0070887
4283020	GO:0003993;GO:0016311;GO:0016021;GO:0005802;GO:0046872;GO:0009941;GO:0031124;GO:0005768;GO:0045040;GO:0030943;GO:0004803;GO:0006313;GO:0005576;GO:0005740;GO:0003676;GO:0006109
4213184	GO:0048073;GO:0046624;GO:0016021;GO:0048535;GO:0022857;GO:0001782;GO:0003376;GO:0043029;GO:0072676;GO:0002920;GO:0060348;GO:0006665;GO:0006869;GO:0055085
4291901	GO:0022857;GO:0055085;GO:0016021
4283029	GO:0016021;GO:0007030;GO:0006888;GO:0005793;GO:0030134;GO:0006886;GO:0005783;GO:0005794
4284907	GO:0015074;GO:0003676;GO:0004190;GO:0008270;GO:0006508
4207546	GO:0004386;GO:0005730;GO:0035690;GO:0042254;GO:0005524;GO:0016072;GO:0016021;GO:0034470;GO:0055085;GO:0003676;GO:0140098;GO:0016874;GO:0008270;GO:0022857
4284903	GO:0015074;GO:0004190;GO:0008270;GO:0003676;GO:0006508
4187222	GO:0004791;GO:0045454;GO:0005623;GO:0098869;GO:0001650;GO:0005654;GO:0050660;GO:0015035;GO:0005829;GO:0009055;GO:0055114;GO:0001707;GO:0005739;GO:0004362;GO:0008283;GO:0006091;GO:0042395
4135011	GO:0008061;GO:0005576;GO:0005975;GO:0004553;GO:0006032;GO:0005737;GO:0016020;GO:0045766
4160216	GO:1902533;GO:0005164;GO:0045179;GO:0008270;GO:0042981;GO:0043122;GO:0004842;GO:0038061;GO:1901222;GO:0046328;GO:0032147;GO:0003384;GO:0007370;GO:0046528;GO:0045167;GO:0034332;GO:0050829;GO:0001654;GO:0043068;GO:0070534;GO:0033209;GO:0044419;GO:0007391
4216299	GO:0016787;GO:0016021
4227135	GO:0016021
4079632	GO:0016651;GO:0055114;GO:0005886;GO:0051539;GO:0048038;GO:0016021;GO:0005506
4272237	GO:0004674;GO:0006468;GO:0000408;GO:0005634;GO:0005524;GO:0005737;GO:0016021;GO:0002039
4097327	GO:0045281;GO:0000104;GO:0006099;GO:0009055;GO:0022900;GO:0046872;GO:0016635;GO:0045283;GO:0020037;GO:0016021;GO:0005515;GO:0005746;GO:0006119;GO:0098800
4203726	GO:0016021;GO:0072659;GO:0002020;GO:0045747;GO:0031226;GO:0007399;GO:0031227;GO:0005783;GO:1902494;GO:0051604;GO:0098796;GO:0006886;GO:0016255;GO:1901048;GO:1901046;GO:0040026;GO:0045138;GO:0042661;GO:1903846;GO:0040019;GO:0017015;GO:0090100
4172990	GO:0051661;GO:0031616;GO:0035198;GO:0072686;GO:0000776;GO:0035196
4245604	GO:0005085;GO:0035556;GO:0030027;GO:0000322;GO:0005829;GO:0071896;GO:0019901;GO:0019005;GO:0017147;GO:0001935;GO:0061630;GO:0055113;GO:0005615;GO:0003677;GO:0005886;GO:0001525;GO:0005634;GO:0016021;GO:0060124;GO:0030032;GO:0032092;GO:0002244;GO:0043547;GO:0000086;GO:0031146;GO:0060070;GO:0090090;GO:0006334;GO:0051726;GO:0016567
4197877	GO:0003743;GO:0006413;GO:0005737;GO:0005845;GO:0000340;GO:0016442;GO:0031370;GO:0035770;GO:0070491;GO:0098978;GO:0019899;GO:0098794;GO:0030054;GO:0140245;GO:0099547;GO:0016021;GO:0099170;GO:0071549;GO:0000082;GO:0045931;GO:0001662;GO:0019827;GO:0045665;GO:0017148;GO:0030324;GO:0010507
4197870	GO:0031390;GO:0007064;GO:0017116;GO:0003689;GO:0000775;GO:0000785;GO:0005654;GO:0034421;GO:0034086;GO:1900264;GO:0032508
4078906	GO:0016301;GO:0016310;GO:0005739;GO:0046872;GO:0003924;GO:0065003;GO:0016021;GO:0005525;GO:0005515
4197879	GO:0016409;GO:0016021;GO:0018345;GO:0019707;GO:0005783;GO:0005789;GO:0018231;GO:0004820;GO:0005794;GO:0051536;GO:0009055;GO:0006612;GO:0032040;GO:0005886;GO:0005524;GO:0006099;GO:0006426;GO:0022900;GO:0042981;GO:0006364
4099313	GO:0030060;GO:0006099;GO:0005739;GO:0005975;GO:0019752;GO:0003676
4132394	GO:0080132;GO:0005789;GO:0008610;GO:0005506;GO:0005783;GO:0006631;GO:0072330;GO:0020037;GO:0016021;GO:0055114;GO:0008270;GO:0001949;GO:0032286;GO:0032287;GO:0061436;GO:0042634;GO:0006678;GO:0044857;GO:0006681;GO:0042127;GO:0030258;GO:1901137;GO:0043604;GO:0006673;GO:1901566
4179402	GO:0019789;GO:0016925;GO:0016605;GO:0008270;GO:0016874;GO:0016607;GO:0031625;GO:0016021;GO:0060766;GO:0061659;GO:0001085;GO:0050681;GO:0003712;GO:0030521;GO:0035259;GO:0030331;GO:0019904;GO:0043433;GO:0003677;GO:0050775;GO:0006357;GO:0045667;GO:0045893;GO:0033574;GO:0060395;GO:0007179;GO:0007283;GO:0006351
4093411	GO:0017182;GO:0016740;GO:0005737;GO:1900247;GO:0016021;GO:0004222;GO:0016791;GO:0005615;GO:0003677;GO:0044249;GO:0030574;GO:0030198;GO:0016311;GO:0006508
4212975	GO:0003743;GO:0006413;GO:0003729;GO:0002181;GO:0022618
4282882	GO:0017087;GO:0006627;GO:0004222;GO:0046872;GO:0008121;GO:0005743;GO:0045275;GO:0006122
4212970	GO:0005509
4275864	GO:0061608;GO:0006606;GO:0042025;GO:0005112;GO:0017022;GO:0008139;GO:0005737;GO:0005643;GO:0005654;GO:0009411
4097565	GO:0003755;GO:0000413;GO:0005509
4248565	GO:0016746;GO:0016021;GO:0012505;GO:0005549
4275868	GO:0003779;GO:0005856;GO:0016021
4226552	GO:0004827;GO:0006433;GO:0005737;GO:0004818;GO:0006424;GO:0005524
4226556	GO:0004386;GO:0071008;GO:0043279;GO:0005689;GO:0016607;GO:0009636;GO:0003725;GO:0005524
4226557	GO:0004386;GO:1900745;GO:0005681;GO:0005524;GO:0003676
4205092	GO:0005887;GO:0008381;GO:0034220;GO:0031965;GO:0005783;GO:0003723;GO:0005794
4160875	GO:0004300;GO:0016853
4091677	GO:0030071;GO:0005680
4146302	GO:0030619;GO:0060218;GO:0005685;GO:0005681;GO:0016607;GO:0043484;GO:0003729;GO:0050685;GO:0000398
4266022	GO:0000470;GO:0019843;GO:0005730;GO:0000027;GO:0005654;GO:0005515;GO:1902570;GO:1901796
4266023	GO:0003007;GO:0000139;GO:0048514;GO:0043009;GO:0016021;GO:1990823;GO:0071345
4156074	GO:0030286;GO:0003777;GO:0007018;GO:0005524
4279546	GO:0022857;GO:0055085;GO:0016021
4095633	GO:0070776;GO:0008285;GO:0046872;GO:0016573;GO:0003682;GO:0140034;GO:0042393;GO:0071949;GO:0000149;GO:0016491;GO:0043195;GO:0031201;GO:0043065;GO:0030054;GO:2001233;GO:0009967;GO:0045893;GO:0045926;GO:0006260;GO:1901796;GO:0046928;GO:0016079;GO:0055114
4296544	GO:0004930;GO:0007186;GO:0016021
4222070	GO:0019843;GO:0006412;GO:0005840;GO:0003735;GO:0005829;GO:1990904;GO:0009506;GO:0009941;GO:0005774;GO:0005794;GO:0009955;GO:0005730;GO:0005739;GO:0005886
4209987	GO:0005525;GO:0031105;GO:0061640;GO:0045572;GO:0032153;GO:0070938;GO:0045171;GO:0043065;GO:0098590;GO:0005940;GO:0006915;GO:0015630;GO:0031625;GO:0000145;GO:0003924;GO:1903047;GO:0008021;GO:0008017;GO:0042803;GO:0003779;GO:0030054;GO:0060271;GO:0034613;GO:0060090;GO:0016021;GO:0017157;GO:0006887
4274350	GO:0009954;GO:0003676;GO:0005634;GO:0030326;GO:0000981;GO:0009953;GO:0046872;GO:0000785;GO:0070013;GO:0006357;GO:0036342;GO:0030903;GO:0001707;GO:0030902;GO:0009952;GO:0016055
4274357	GO:0052824;GO:0005788;GO:0006488;GO:0005789;GO:0097502;GO:0004521;GO:0015035;GO:0016021;GO:0009055;GO:0005623;GO:0090502;GO:0045454;GO:0022900
4110442	GO:0004721;GO:0006470;GO:0000164;GO:0072357;GO:0046872;GO:0005634;GO:0046982;GO:0005829;GO:0098641;GO:0005912;GO:0032580;GO:0046692;GO:0070013;GO:0008417;GO:0045879;GO:0004620;GO:0016620;GO:0000781;GO:0050661;GO:0060026;GO:0051287;GO:0003676;GO:0016021;GO:0003401;GO:0005886;GO:0001889;GO:0042752;GO:0007623;GO:2001241;GO:0009648;GO:0048754;GO:0030324;GO:0036065;GO:0098609;GO:0006006;GO:0006486;GO:0009605;GO:0006351;GO:0010468;GO:0055114
4121218	GO:0022857;GO:0055085;GO:0016021;GO:0005938;GO:0015807;GO:0016787
4176998	GO:0070008;GO:0006508;GO:0005829;GO:0004252;GO:0016021
4252681	GO:0008138;GO:0000188;GO:0005829;GO:0005654;GO:0033549;GO:0006470;GO:0004725;GO:0051019;GO:0016301;GO:1903853;GO:0048692;GO:1900425;GO:1900426;GO:0046329;GO:1900181;GO:0002119;GO:0008340;GO:1900182;GO:0046686;GO:0000187;GO:0006986;GO:0046688;GO:0016310
4121212	GO:0047676;GO:0016021;GO:0001676;GO:0060136;GO:0004467;GO:0044233;GO:0031957;GO:0005811;GO:0005739;GO:0102391;GO:0003996
4252685	GO:0004252;GO:0006508;GO:0016021;GO:0005789;GO:0042058;GO:0050708
4075995	GO:0003735;GO:0006412;GO:0005840
4257958	GO:0005245;GO:0005891;GO:0070588;GO:0070978;GO:0030054;GO:0045202;GO:0006936;GO:0042383;GO:0051924;GO:0005515;GO:0016529;GO:1904062;GO:0007528;GO:0034330;GO:0032412;GO:1904646;GO:0007268;GO:0010172;GO:0040017;GO:0006612;GO:0061337
4182862	GO:0004177;GO:0006508;GO:0012505;GO:0019885;GO:0008237;GO:0008270;GO:0061957;GO:0000328;GO:0008217;GO:0031090;GO:0042277;GO:0031410;GO:0120113;GO:0043171;GO:0016021;GO:0048471;GO:0031226;GO:0120163;GO:0060395;GO:0030163
4096780	GO:0008271;GO:1902358;GO:0005765;GO:0005783;GO:0005794;GO:0005654;GO:0016021;GO:0015301;GO:0005886
4257957	GO:0005245;GO:0005891;GO:0070588;GO:0070978;GO:0030054;GO:0045202;GO:0006936;GO:1903169;GO:0007528;GO:2001257;GO:0034330;GO:0007268;GO:1904646
4257954	GO:0005245;GO:0005891;GO:0070588;GO:0030054;GO:0045202;GO:0051924;GO:0007528;GO:0030315;GO:2001257;GO:0034330;GO:0051015;GO:0007268;GO:0061199;GO:0040017;GO:0002009;GO:0098912;GO:0099533;GO:0086045;GO:2000302;GO:0099171;GO:0086091;GO:0070509;GO:0001702;GO:0035050;GO:0043270;GO:0003007;GO:0048562;GO:0007601;GO:0035239
4119696	GO:0003924;GO:0032482;GO:0012505;GO:0005525;GO:0097225;GO:0000242;GO:0006886;GO:0030992;GO:0008594;GO:0005814;GO:0036064;GO:0030317;GO:0099118;GO:0005737;GO:0007338;GO:0010970;GO:0060271;GO:0031503
4257833	GO:0004411;GO:1902222;GO:0006570;GO:0006558;GO:0009074;GO:0042737;GO:0055114
4126082	GO:0008270;GO:0045599;GO:0042579;GO:0006692;GO:0036132;GO:0055114;GO:0016301;GO:0016310
4234495	GO:0004674;GO:0006468;GO:0005634;GO:0005813;GO:0005524;GO:0005737;GO:0016021;GO:0018209;GO:0090090;GO:0004610;GO:0000287;GO:0060069;GO:0032436;GO:0007507;GO:0000186;GO:0005975;GO:0035556
