Species,PairwiseComparison,sequence_ids,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_tree,blast_hit,GO_term
Physalia physalis,Tentacular palpon/Gastrozooid,339587,850.5908280841414,4.751016466634432,0.33145498023163505,14.333821333184424,1.3451085692073242e-46,2.112762029653944e-42,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,308096,10220.697977060903,4.801138079231389,0.33508104171329406,14.328289224250994,1.456648197093729e-46,2.28795732317512e-42,NA,Q27245|YH24_CAEEL Putative aminopeptidase W07G4.4,GO:0008235;GO:0006508;GO:0005737;GO:0030145;GO:0004177
Physalia physalis,Tentacular palpon/Gastrozooid,314471,981.5257576689785,5.857846202262449,0.4100548099550735,14.285520033051794,2.6939100034574997e-46,4.231324442430695e-42,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,350638,332.4484263060593,6.286246135520322,0.44288503613288194,14.193855340902092,1.0000604749072713e-45,1.570794987936851e-41,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,384763,1048.243903448317,9.142984763350462,0.6443557905844758,14.189342125810859,1.0665457426373512e-45,1.6752233979604876e-41,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,348544,846.2737048776188,4.702330383771033,0.3320107464324967,14.16318728926172,1.5481026568191365e-45,2.4316048430658175e-41,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,377572,1534.699810463626,5.914881964809908,0.41881586149503924,14.122869997558505,2.745770064310209e-45,4.312781040012045e-41,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,307181,663.2831288299519,4.856905628750133,0.344336228227053,14.105125254341585,3.53161671895283e-45,5.54711038045921e-41,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,347889,109122.47522003998,5.281261753643131,0.37536810218630656,14.069553920225967,5.843684190672333e-45,9.178674758289035e-41,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,367399,9737.719422093798,4.768080160972646,0.3404369204986379,14.00576692442418,1.4371982423478863e-44,2.257407279255825e-40,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,381143,1959.870435245043,7.408572088246635,0.5329316402920421,13.90154295246347,6.199045923971456e-44,9.736841432781966e-40,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,383764,2371.889336784525,5.22146614690229,0.3768509078303457,13.855522272624958,1.1779695125148379e-43,1.8502367133070558e-39,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,350827,3546.389986197232,4.548432064403084,0.3297325766689471,13.794306011109507,2.7579415045231336e-43,4.331898721154486e-39,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,317835,2374.4097028713995,5.746241717374894,0.417552060386474,13.761737188067855,4.3299589861493344e-43,6.80106657954476e-39,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,360807,217.3551001521032,4.9712112984185,0.3617010253079021,13.743979006381583,5.534834983573719e-43,8.69356530869924e-39,9a1d1e5a36c5a9710f5c897b7ef59712,A8KBL5|S38AB_DANRE Putative sodium-coupled neutral amino acid transporter 11,NA
Physalia physalis,Tentacular palpon/Gastrozooid,385300,9499.532961956727,4.629737259892683,0.3380995909670381,13.693412780094263,1.111629671849763e-42,1.746036725574423e-38,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,380450,901.4719653565802,5.7858281707042485,0.4228440346743855,13.683125919370418,1.2806658338265748e-42,2.011541825191401e-38,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,345325,2295.3195463066504,4.382386336800057,0.3207134347461322,13.664492540728865,1.6545315126037572e-42,2.5987726468467215e-38,NA,P16924|P4HA1_CHICK Prolyl 4-hydroxylase subunit alpha-1,GO:0004656;GO:0019511;GO:0005783;GO:0031418;GO:0016702;GO:0055114;GO:0005623;GO:0016021;GO:0005506;GO:0042338;GO:0010172;GO:0040018;GO:0002119;GO:0009792
Physalia physalis,Tentacular palpon/Gastrozooid,333321,94220.2244716199,7.316732365264164,0.5355268882580818,13.662679737824993,1.696247694138379e-42,2.6642962531831517e-38,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,387038,19458.18708762647,4.564490289522739,0.3349550930090685,13.627170879886162,2.7607693897488455e-42,4.3363404804785115e-38,94ea9abcdb525e55c7e2a64fada709ce,P20735|GGT1_PIG Gamma-glutamyltranspeptidase 1,GO:0036374;GO:0006751;GO:0016021;GO:0006508
Physalia physalis,Tentacular palpon/Gastrozooid,318513,58319.83206036543,4.955093382609811,0.3636724800803232,13.625153548916858,2.8381271467294724e-42,4.4578463093679825e-38,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,358217,712.9177547018669,4.845632040262492,0.3557450424919501,13.6210810031798,3.000926136327834e-42,4.713554682330128e-38,87c365632ef1e9ffff6f1b2e41196de7,C3YWU0|FUCO_BRAFL Alpha-L-fucosidase,GO:0004560;GO:0006004
Physalia physalis,Tentacular palpon/Gastrozooid,336611,481.77500447975063,8.550915224079004,0.6280158154870398,13.615764146715932,3.2275213756297706e-42,5.06946782470168e-38,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,381144,269.2643231935109,6.5899676368882805,0.48779290788463014,13.509765169539735,1.3695761055097794e-41,2.1511931889242104e-37,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,351298,12502.448033182864,4.420316274977432,0.32745128012774605,13.499157105915016,1.5817543803203924e-41,2.4844616051692403e-37,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,384551,212.1424699568518,7.622393438108858,0.5648296764118799,13.495030017775708,1.672870144624511e-41,2.6275771361617196e-37,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,362857,18081.254128634377,7.157267158791362,0.5319008665700075,13.45601710511472,2.8380700991482146e-41,4.457756704732101e-37,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,367753,623.4925966267522,4.267566681668876,0.3181262447312741,13.414695430971916,4.959664596671187e-41,7.790145181991434e-37,1a0c96caf843da648f9b7f73a403ee0d,Q71RS6|NCKX5_HUMAN Sodium/potassium/calcium exchanger 5,GO:0008273;GO:0006874;GO:0005802;GO:0070588;GO:0035725;GO:0005623;GO:0016021;GO:0071805;GO:0005615;GO:0098656;GO:0005262;GO:0030318;GO:0097324;GO:0017147;GO:0048022;GO:0060070;GO:0090090
Physalia physalis,Tentacular palpon/Gastrozooid,360876,2757.593953099916,4.6701016982028465,0.34887777461654246,13.386068239330623,7.294105500395215e-41,1.1456851509470765e-36,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,368040,1059.8747277898758,5.781506926334199,0.4342852885917662,13.312693471799573,1.9531152481033745e-40,3.0677581201959707e-36,abc8d13aa7e9fc47f8fb19fde1aa75ac,P16354|PA23_HELSU Phospholipase A2 isozymes PA3A/PA3B/PA5,NA
Physalia physalis,Tentacular palpon/Gastrozooid,357677,388025.60360044084,5.6630343234779295,0.42570362948468793,13.302762605836843,2.230712348665749e-40,3.503779886049292e-36,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,362451,1174.1474420387551,4.459819346942095,0.3354183642212284,13.296288524025412,2.4324637326596032e-40,3.8206707848884385e-36,473c4538fc76686cb0816323875060e5,Q78KK3|S22AI_MOUSE Solute carrier family 22 member 18,NA
Physalia physalis,Tentacular palpon/Gastrozooid,320926,5306.268142810542,4.352111027435854,0.32792538475042016,13.271650289434564,3.380529877387995e-40,5.309798278413324e-36,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,366357,483.68080537621734,5.3738571004061875,0.40525812504745723,13.260331547398065,3.931537528009456e-40,6.175265995244453e-36,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,338466,871.8363591471509,4.312677750511995,0.32580909383566914,13.236824361591372,5.377491573681408e-40,8.446426014781387e-36,1dde0ebc3a4b5a912d33a1c245e91267,Q29NC4|CBPA1_DROPS Zinc carboxypeptidase A 1,NA
Physalia physalis,Tentacular palpon/Gastrozooid,350869,433.2814282050616,4.653115601314809,0.35417909096451855,13.137747879591672,2.000937621679815e-39,3.1428727223724853e-35,NA,Q7ZTV5|FSHR_CAIMO Follicle-stimulating hormone receptor,NA
Physalia physalis,Tentacular palpon/Gastrozooid,384294,1788.5412115114843,4.8035034445571805,0.365662822144607,13.136428298574913,2.0361293923543172e-39,3.198148436570926e-35,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,350543,438.761010290195,6.753604463375289,0.5146895817642057,13.121704232337295,2.47310074637934e-39,3.884499342338029e-35,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,368451,136068.22246298334,5.748324658216574,0.4399662331609312,13.065376897035522,5.192680917378313e-39,8.156143916926117e-35,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,389129,4301.781717330774,4.019719943718561,0.30794161815441656,13.05351309059785,6.06832693513266e-39,9.53152111701287e-35,NA,Q9QUN9|DKK3_MOUSE Dickkopf-related protein 3,GO:0039706;GO:2000272;GO:0005615;GO:0048019;GO:0090090;GO:0007275
Physalia physalis,Tentacular palpon/Gastrozooid,315996,355.2644985750424,5.521612906495125,0.4232843102960462,13.044690701229381,6.813293094396267e-39,1.0701639463368216e-34,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,329758,1623.949669237115,4.2807863694217865,0.328521373854255,13.030465321629002,8.21054001864298e-39,1.2896295207282528e-34,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,317453,2770.113914518822,4.715306256143001,0.36208841229434324,13.022527360831166,9.110475500884581e-39,1.4309823869239412e-34,NA,P38658|ERP60_SCHMA Probable protein disulfide-isomerase ER-60,NA
Physalia physalis,Tentacular palpon/Gastrozooid,344046,5521.642191965896,4.489687892007469,0.34557228691506137,12.99203686755991,1.3576502468088419e-38,2.132461242662648e-34,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,386779,2604.9580864992677,4.522805371469677,0.35040647136775094,12.907311197238139,4.0934664997236094e-38,6.429607831115873e-34,41e3d66d13ffeb5dc28a1bab504e760c,Q5R8Z6|MCFD2_PONAB Multiple coagulation factor deficiency protein 2 homolog,GO:0005509;GO:0016021
Physalia physalis,Tentacular palpon/Gastrozooid,372816,1179.5445070523128,4.312167391160285,0.33455059979009677,12.889432551804775,5.162224114422932e-38,8.1083054165241e-34,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,329780,488.3211416875308,4.180297129908555,0.32519301926518096,12.854818161086362,8.081567654452531e-38,1.269371831484859e-33,NA,Q10576|P4HA1_CAEEL Prolyl 4-hydroxylase subunit alpha-1,GO:0004656;GO:0019511;GO:0005783;GO:0031418;GO:0016702;GO:0055114;GO:0005623;GO:0070013;GO:0005615;GO:0005506;GO:0016021;GO:0005634;GO:0042338;GO:0010172;GO:0040018;GO:0004930;GO:0032504;GO:0003677;GO:0016477;GO:0009792;GO:0007186
Physalia physalis,Tentacular palpon/Gastrozooid,323627,768.3016913272907,4.975018601728931,0.38708211662501757,12.852618057135501,8.314779044746092e-38,1.3060023445582687e-33,df4cd9cdce27927d19365646e44ca2d7,D3ZVM4|LIN41_RAT E3 ubiquitin-protein ligase TRIM71,NA
Physalia physalis,Tentacular palpon/Gastrozooid,319135,508.04365986613624,6.092332173219532,0.47477998491709006,12.831906075997336,1.0865765180272681e-37,1.70668573686543e-33,NA,Q19849|EGL44_CAEEL Transcription enhancer factor-like protein egl-44,NA
Physalia physalis,Tentacular palpon/Gastrozooid,366364,6996.636003981927,4.621879714034383,0.360709685343839,12.813295294881454,1.3814101468526093e-37,2.1697809176613934e-33,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,362909,2358.3316588842977,3.999709567940441,0.3129492040144748,12.780698965303785,2.1017218706777015e-37,3.3011745422734656e-33,NA,A1DWM3|MFSD6_PIG Major facilitator superfamily domain-containing protein 6,NA
Physalia physalis,Tentacular palpon/Gastrozooid,387042,1892.043511141181,5.258663960247192,0.4117921553518275,12.770189747190031,2.4056730154951685e-37,3.778590605438261e-33,94ea9abcdb525e55c7e2a64fada709ce,Q9BX51|GGTL1_HUMAN Gamma-glutamyltransferase light chain 1,NA
Physalia physalis,Tentacular palpon/Gastrozooid,333891,2859.8189748683703,3.7852087452294234,0.29668055165029383,12.758533460228836,2.7941196277182504e-37,4.3887236992570557e-33,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,319994,372.813231383864,4.311617552652867,0.3383333580731576,12.743696268106582,3.3799385355904975e-37,5.3088694578519946e-33,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,352380,1119.133612053375,5.219226298978687,0.41152021036521186,12.682794593117992,7.36580513238554e-37,1.1569470121437968e-32,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,357670,303378.4721940809,5.079471185431379,0.40058900213532506,12.680006586190444,7.632545390409991e-37,1.1988439044716973e-32,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,378483,51545.35550505403,5.679656654789457,0.4481156666974706,12.674532663960342,8.18450192999886e-37,1.285539718144921e-32,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,338288,367.01476252178907,4.9863949977458795,0.3944486948693062,12.641428562459906,1.2476626801519114e-36,1.9597037717146072e-32,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,333650,7528.813850750585,4.175006860747139,0.33078135912493084,12.621650965435164,1.604223986056096e-36,2.5197546148983097e-32,NA,P42892|ECE1_HUMAN Endothelin-converting enzyme 1,GO:0004222;GO:0006508;GO:0016021;GO:0003677
Physalia physalis,Tentacular palpon/Gastrozooid,361023,223.36217693829315,4.353181252251324,0.3465053846720408,12.56309842449204,3.368773210241037e-36,5.291332081325597e-32,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,386503,1694.9680994162807,4.745761871861524,0.37824158072312664,12.546906828140157,4.133431634445993e-36,6.492381068224321e-32,NA,Q8CG65|SSPO_MOUSE SCO-spondin,NA
Physalia physalis,Tentacular palpon/Gastrozooid,366582,206.0379775351541,7.229494812930248,0.5765604878785949,12.539004952508204,4.566938479221793e-36,7.173290269313671e-32,NA,Q54HL4|GGHB_DICDI Gamma-glutamyl hydrolase B,NA
Physalia physalis,Tentacular palpon/Gastrozooid,388344,697.9440017803023,4.0514019061885165,0.32556518033348736,12.444211331317831,1.503622311917491e-35,2.361739565328803e-31,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,336707,508.94515797334975,6.271173255428316,0.5043279092185122,12.434713885150423,1.693460600391809e-35,2.6599185650354146e-31,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,343491,387.54059878093915,4.225567972590513,0.3414310681833409,12.376050003514843,3.5225718045790525e-35,5.532903533452318e-31,NA,P53994|RAB2A_MOUSE Ras-related protein Rab-2A,GO:0003924;GO:0007030;GO:0005794;GO:0005525;GO:0032482;GO:0006886;GO:0016021;GO:0019003
Physalia physalis,Tentacular palpon/Gastrozooid,309807,972.777134978212,4.33712916815101,0.35059718187350547,12.370690331777494,3.765709279678448e-35,5.914799565590938e-31,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,377344,599.4412304323853,4.051271086114946,0.3280319872332984,12.35023181819661,4.857126752057533e-35,7.629088989456768e-31,f143cb1206b7b827f6acdb7816d4828e,Q6ZSS7|MFSD6_HUMAN Major facilitator superfamily domain-containing protein 6,GO:0016021;GO:0022857;GO:0055085;GO:0008066;GO:0035235;GO:0005886;GO:0030594;GO:0006811
Physalia physalis,Tentacular palpon/Gastrozooid,320708,63843.94404396455,6.303065573595013,0.5123085730275491,12.303259998844622,8.699092641147405e-35,1.3663664811450228e-30,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,389028,1253.5552452910147,4.252279887133247,0.3459278585908145,12.292389241084841,9.95204477696548e-35,1.5631676731179679e-30,NA,,NA
Physalia physalis,Tentacular palpon/Gastrozooid,388360,34818.38642737315,4.487939708987941,0.3689127421142611,12.165314982798611,4.756072135245587e-34,7.470362502830243e-30,NA,Q8MJ14|GPX1_PIG Glutathione peroxidase 1,GO:0004602;GO:0006979;GO:0097413;GO:0098869;GO:0005623;GO:0005739;GO:0017124;GO:0005829;GO:0004096;GO:0055114;GO:0005634;GO:0010269;GO:0005783;GO:0009609;GO:0002862;GO:0009650;GO:0090201;GO:0033599;GO:0001659;GO:1902042;GO:0051702;GO:0043154;GO:0060047;GO:0051450;GO:0060055;GO:1902176;GO:0061136;GO:0043403;GO:0042311;GO:0043534;GO:0042744;GO:0001885;GO:0010332;GO:0006749;GO:0048741;GO:0051897;GO:0045444;GO:0046677;GO:1901700;GO:0006641;GO:0042493;GO:0007605;GO:0040029;GO:0009410;GO:0045454;GO:0006464;GO:0001678;GO:0071310
Physalia physalis,Tentacular palpon/Gastrozooid,371623,3011.164816888762,3.371854067065676,0.27738981297183407,12.155652116208216,5.353290869425632e-34,8.40841396860684e-30,77f265d0a142d235a7cb8cc2bca43546,"P0C026|NUD24_ARATH Nudix hydrolase 24, chloroplastic",GO:0044715;GO:0016310;GO:0016301
