gene_tree,S_child,S_new,change,treatment,change_direction,blast_hit,GO
2b9e844efda3994bdc0d1cfc3bceef9e,35,L,-3.313547714366849,PalmatGasmat,Negative,Q86WI1|PKHL1_HUMAN Fibrocystin-L,GO:0007156;GO:0005509;GO:0005886;GO:0016021;GO:0000272
9033b0e6315e62a256f6d18e6eaef97f,N37,E,-3.28910496904809,PalmatGasmat,Negative,Q6R5J2|DISP1_DANRE Protein dispatched homolog 1,GO:0051301;GO:0016021
9033b0e6315e62a256f6d18e6eaef97f,32,K,-2.899897328471989,PalmatGasmat,Negative,Q6R5J2|DISP1_DANRE Protein dispatched homolog 1,GO:0051301;GO:0016021
6fc8a05288c403d4301c5535c99fad33,32,K,-3.953694740228895,PalmatGasmat,Negative,O15254|ACOX3_HUMAN Peroxisomal acyl-coenzyme A oxidase 3,GO:0003997;GO:0006635;GO:0005777;GO:0071949;GO:0016021;GO:0005504;GO:0004791;GO:0055088;GO:0098869
5d259997cab4e3d0d019243749232aa4,32,K,-3.886607039903327,PalmatGasmat,Negative,Q04656|ATP7A_HUMAN Copper-transporting ATPase 1,GO:0019829;GO:0098655;GO:0016021;GO:0030001;GO:0005507;GO:0005524
9a100c2b265bb95e0dddb7c15dc2a21b,35,L,-3.028778129876646,PalmatGasmat,Negative,O35920|CAN9_RAT Calpain-9,GO:0004198;GO:0006508;GO:0005737;GO:0045214;GO:0016020;GO:0005509;GO:0016322;GO:0007298;GO:0051604
65be36cb797b3d9a73c8795d3485a607,26,J,-8.145458036103328,PalmatGasmat,Negative,Q54TR1|CFAD_DICDI Counting factor associated protein D,GO:0008234;GO:0006508;GO:0016021
65be36cb797b3d9a73c8795d3485a607,26,J,-8.90129808552153,PalmatGasmat,Negative,Q54TR1|CFAD_DICDI Counting factor associated protein D,GO:0008234;GO:0006508;GO:0016021
29f359149cbad348b9022cd26e67c297,N37,E,-3.3855792257179598,PalmatGasmat,Negative,Q868Z9|PPN_DROME Papilin,GO:0004867;GO:0007596;GO:0005576;GO:0010951;GO:0005201;GO:0071498
29f359149cbad348b9022cd26e67c297,32,K,-5.221102077835756,PalmatGasmat,Negative,Q868Z9|PPN_DROME Papilin,GO:0004867;GO:0007596;GO:0005576;GO:0010951;GO:0005201;GO:0071498
93de7fb57a548fb23570b226cc5a39b0,35,L,-3.638251074660135,PalmatGasmat,Negative,Q8IV35|WDR49_HUMAN WD repeat-containing protein 49,GO:0005509
00b49efef456da590c2a4ba60be4ad57,26,J,-2.161105119920951,PalmatGasmat,Negative,Q9JI85|NUCB2_RAT Nucleobindin-2,GO:0005509
00b49efef456da590c2a4ba60be4ad57,32,K,-3.218994002941472,PalmatGasmat,Negative,Q9JI85|NUCB2_RAT Nucleobindin-2,GO:0005509
b13ee0f2ee34765a36b562f35d9de1b2,N37,E,-4.413818980825314,PalmatGasmat,Negative,P22757|HE_PARLI Hatching enzyme,GO:0031012;GO:0004222;GO:0006508;GO:0008270
b13ee0f2ee34765a36b562f35d9de1b2,32,K,-3.4949115832101114,PalmatGasmat,Negative,P22757|HE_PARLI Hatching enzyme,GO:0031012;GO:0004222;GO:0006508;GO:0008270
81da92328abecc06b43ae08f6dac301f,N37,E,-2.0348101238517646,PalmatGasmat,Negative,A2ARV4|LRP2_MOUSE Low-density lipoprotein receptor-related protein 2,GO:0005509;GO:0016021
4e9b556e19ffbe24755815fcaf0c0836,N37,E,-2.1313239881957315,PalmatGasmat,Negative,Q10743|ADA10_RAT Disintegrin and metalloproteinase domain-containing protein 10,GO:0007229;GO:0004222;GO:0016021;GO:0006509;GO:0097197;GO:0007219;GO:0097038;GO:0043197;GO:0005912;GO:0014069;GO:0042169;GO:0017124;GO:0019901;GO:0008021;GO:0098978;GO:0043025;GO:0042803;GO:0046872;GO:0062023;GO:0030424;GO:0005802;GO:0003676;GO:0042117;GO:0098696;GO:0045211;GO:0034205;GO:0030136;GO:0010820;GO:0007220;GO:0005798;GO:0090102;GO:0061001;GO:0009986;GO:0046931;GO:0034332;GO:0000139;GO:0097327;GO:0099173;GO:0008593;GO:0098796;GO:0005634;GO:0030307;GO:0034612;GO:0007162;GO:1901998;GO:0001701;GO:1901342;GO:0007283;GO:0043065;GO:0008284;GO:0016485;GO:0006913;GO:0006468
2cbdc2d7920d77165f5d1324b2c174ab,35,L,-2.3438975206687895,PalmatGasmat,Negative,Q17320|WHITE_CERCA Protein white,GO:0016887;GO:0055085;GO:0016021;GO:0005524
fd92d8296891a1cbe5732f2ce87124f1,N37,E,-2.124374064358372,PalmatGasmat,Negative,Q6UPR8|ERMP1_RAT Endoplasmic reticulum metallopeptidase 1 {ECO:0000305},GO:0016021;GO:0006508;GO:0008237;GO:0001541;GO:0005789;GO:0005783;GO:0046872
fd92d8296891a1cbe5732f2ce87124f1,32,K,-2.2612337066231745,PalmatGasmat,Negative,Q6UPR8|ERMP1_RAT Endoplasmic reticulum metallopeptidase 1 {ECO:0000305},GO:0016021;GO:0006508;GO:0008237;GO:0001541;GO:0005789;GO:0005783;GO:0046872
0caa07870a9c9b5ea94bf5a966b7756c,32,K,-5.934068709070279,PalmatGasmat,Negative,Q13231|CHIT1_HUMAN Chitotriosidase-1,GO:0008061;GO:0005576;GO:0005975;GO:0004553
45e5e74205a7f937b95a22eb2d1da4b2,35,L,-2.9333753314980058,PalmatGasmat,Negative,P55112|NAS4_CAEEL Zinc metalloproteinase nas-4,GO:0004222;GO:0006508;GO:0016020;GO:0008270;GO:0005576;GO:0005737;GO:0018996;GO:0051604;GO:0008236;GO:0006518;GO:0005509;GO:0044267;GO:0003723;GO:0007165;GO:0008061
7eee76f108e4b1449d77dabd84762ca3,35,L,-2.641144093932568,PalmatGasmat,Negative,O43315|AQP9_HUMAN Aquaporin-9,GO:0015267;GO:0055085;GO:0016021
7eee76f108e4b1449d77dabd84762ca3,32,K,-2.785286609309929,PalmatGasmat,Negative,O43315|AQP9_HUMAN Aquaporin-9,GO:0015267;GO:0055085;GO:0016021
69be1de7e51b97c4949b4ab2f753a5d3,32,K,-4.3068372486790745,PalmatGasmat,Negative,Q9ULT8|HECD1_HUMAN E3 ubiquitin-protein ligase HECTD1,GO:0004842;GO:0016567;GO:0046872;GO:0016874;GO:0048856
fda28b059309dc5b5512a3dfd769e8f8,N37,E,-4.3135294068407335,PalmatGasmat,Negative,P34885|KPC1B_CAEEL Protein kinase C-like 1B,GO:0004697;GO:0006468;GO:0048471;GO:0005634;GO:0009931;GO:0035556;GO:0005886;GO:0005524;GO:0016235;GO:0034451;GO:0006915;GO:0046872;GO:0007049;GO:0018209;GO:2000570;GO:2000318;GO:0045086;GO:0032740;GO:1904355;GO:0090330;GO:0070233;GO:0032753;GO:0051973;GO:0006509;GO:0046627;GO:0032212;GO:0042102;GO:0051092;GO:0060326
fda28b059309dc5b5512a3dfd769e8f8,32,K,-3.9355146234667284,PalmatGasmat,Negative,P34885|KPC1B_CAEEL Protein kinase C-like 1B,GO:0004697;GO:0006468;GO:0048471;GO:0005634;GO:0009931;GO:0035556;GO:0005886;GO:0005524;GO:0016235;GO:0034451;GO:0006915;GO:0046872;GO:0007049;GO:0018209;GO:2000570;GO:2000318;GO:0045086;GO:0032740;GO:1904355;GO:0090330;GO:0070233;GO:0032753;GO:0051973;GO:0006509;GO:0046627;GO:0032212;GO:0042102;GO:0051092;GO:0060326
fda28b059309dc5b5512a3dfd769e8f8,N37,E,-2.5952582652696488,PalmatGasmat,Negative,P34885|KPC1B_CAEEL Protein kinase C-like 1B,GO:0004697;GO:0006468;GO:0048471;GO:0005634;GO:0009931;GO:0035556;GO:0005886;GO:0005524;GO:0016235;GO:0034451;GO:0006915;GO:0046872;GO:0007049;GO:0018209;GO:2000570;GO:2000318;GO:0045086;GO:0032740;GO:1904355;GO:0090330;GO:0070233;GO:0032753;GO:0051973;GO:0006509;GO:0046627;GO:0032212;GO:0042102;GO:0051092;GO:0060326
cd89eb3c0ca98079ff20d681dd6fc965,32,K,-5.517603270960462,PalmatGasmat,Negative,P49283|MVL_DROME Protein Malvolio,GO:0046873;GO:0030001;GO:0016021
7b4bc1535460364f658577383ca7455d,N37,E,-2.0157316718766083,PalmatGasmat,Negative,Q14108|SCRB2_HUMAN Lysosome membrane protein 2,GO:0005044;GO:0005764;GO:0006897;GO:0042742;GO:0016021;GO:0044419
7b4bc1535460364f658577383ca7455d,32,K,-4.737909294777022,PalmatGasmat,Negative,Q14108|SCRB2_HUMAN Lysosome membrane protein 2,GO:0005044;GO:0005764;GO:0006897;GO:0042742;GO:0016021;GO:0044419
006338147c0873a0224de00fc9978cc8,26,J,-3.2447285674648523,PalmatGasmat,Negative,P17213|BPI_HUMAN Bactericidal permeability-increasing protein,GO:0008289
43aba3a9f169529ed614502a0e58748d,32,K,-2.9737869072620686,PalmatGasmat,Negative,F1NPQ2|MINP1_CHICK Multiple inositol polyphosphate phosphatase 1 {ECO:0000250|UniProtKB:Q9UNW1},GO:0016791;GO:0016311
f868e902b12c683103b05e2c1dea5700,N37,E,-3.7120427760201835,PalmatGasmat,Negative,Q92621|NU205_HUMAN Nuclear pore complex protein Nup205,GO:0005643;GO:0006999;GO:0017056;GO:0046931;GO:0005515;GO:0006913;GO:0034622;GO:0034399;GO:0031965;GO:1900034;GO:0006110;GO:0043657;GO:0060964;GO:0051031;GO:0016925;GO:0071166;GO:0031503;GO:0051028;GO:0075733;GO:0019083;GO:0006886;GO:0010467
076cbd13db6ba9d5eec07f2d95b8ef30,32,K,-3.368033542029484,PalmatGasmat,Negative,Q4R7U0|TMC7_MACFA Transmembrane channel-like protein 7,GO:0005887;GO:0008381;GO:0003341;GO:0034220;GO:0030246;GO:0005764;GO:0016874;GO:0050658;GO:0003725
8c209387d4365ff8941d8b596f8bb7af,N37,E,-4.084035139310571,PalmatGasmat,Negative,O95714|HERC2_HUMAN E3 ubiquitin-protein ligase HERC2,GO:0004842;GO:0016567;GO:0005814;GO:0005829;GO:0008270;GO:0005634;GO:0005886;GO:0032183;GO:0031625;GO:0007283;GO:0061659;GO:0070013;GO:0005085;GO:0005743;GO:0016874;GO:0043161;GO:0006974;GO:0006259;GO:0006886
8c209387d4365ff8941d8b596f8bb7af,32,K,-2.6219123290571353,PalmatGasmat,Negative,O95714|HERC2_HUMAN E3 ubiquitin-protein ligase HERC2,GO:0004842;GO:0016567;GO:0005814;GO:0005829;GO:0008270;GO:0005634;GO:0005886;GO:0032183;GO:0031625;GO:0007283;GO:0061659;GO:0070013;GO:0005085;GO:0005743;GO:0016874;GO:0043161;GO:0006974;GO:0006259;GO:0006886
c98887013cf368c050a679842cf6dc1d,N37,E,-3.665704600361845,PalmatGasmat,Negative,Q60992|VAV2_MOUSE Guanine nucleotide exchange factor VAV2,GO:0004672;GO:0006468;GO:0005524
bbbc4b314b6c29d361a4fd54c488d2a4,N37,E,-5.356898478542752,PalmatGasmat,Negative,Q96RW7|HMCN1_HUMAN Hemicentin-1,GO:0004672;GO:0006468;GO:0005524
bbbc4b314b6c29d361a4fd54c488d2a4,32,K,-2.657367244957829,PalmatGasmat,Negative,Q96RW7|HMCN1_HUMAN Hemicentin-1,GO:0004672;GO:0006468;GO:0005524
bbbc4b314b6c29d361a4fd54c488d2a4,35,L,-3.2312417707513768,PalmatGasmat,Negative,Q96RW7|HMCN1_HUMAN Hemicentin-1,GO:0004672;GO:0006468;GO:0005524
bbbc4b314b6c29d361a4fd54c488d2a4,N37,E,-2.22677267317011,PalmatGasmat,Negative,Q96RW7|HMCN1_HUMAN Hemicentin-1,GO:0004672;GO:0006468;GO:0005524
e02f7bdc2ce17c589df34b23cfdde068,N37,E,-2.2647736489494865,PalmatGasmat,Negative,"P47739|AL3A1_MOUSE Aldehyde dehydrogenase, dimeric NADP-preferring",GO:0006081;GO:0016620;GO:0005783;GO:0055114;GO:0005829;GO:0008106;GO:0005886;GO:0033306;GO:0007422;GO:0016021;GO:0008544;GO:0007417;GO:0046577;GO:0098588;GO:0042803;GO:0001750;GO:0005576;GO:0048522;GO:0005635;GO:0097345;GO:0098805;GO:0019867;GO:0031966;GO:0042058;GO:0051591;GO:0051384;GO:0008277;GO:0007584;GO:0001666;GO:0043405;GO:0007568;GO:0051347;GO:0006805;GO:0023056;GO:0042127;GO:0048584;GO:0051247;GO:0043067;GO:0042493
e02f7bdc2ce17c589df34b23cfdde068,32,K,-4.762469622061291,PalmatGasmat,Negative,"P47739|AL3A1_MOUSE Aldehyde dehydrogenase, dimeric NADP-preferring",GO:0006081;GO:0016620;GO:0005783;GO:0055114;GO:0005829;GO:0008106;GO:0005886;GO:0033306;GO:0007422;GO:0016021;GO:0008544;GO:0007417;GO:0046577;GO:0098588;GO:0042803;GO:0001750;GO:0005576;GO:0048522;GO:0005635;GO:0097345;GO:0098805;GO:0019867;GO:0031966;GO:0042058;GO:0051591;GO:0051384;GO:0008277;GO:0007584;GO:0001666;GO:0043405;GO:0007568;GO:0051347;GO:0006805;GO:0023056;GO:0042127;GO:0048584;GO:0051247;GO:0043067;GO:0042493
30e6500f32db82d0132817d7c2768cf6,26,J,-3.7259811961136595,PalmatGasmat,Negative,"O43451|MGA_HUMAN Maltase-glucoamylase, intestinal",GO:0030246;GO:0005975;GO:0016021;GO:0004553;GO:0005524
42223790260d374ec1106df5a5cec741,N37,E,-3.600073692798445,PalmatGasmat,Negative,Q6P4S8|INT1_MOUSE Integrator complex subunit 1,GO:0034474;GO:0032039;GO:0030246;GO:0004553;GO:0046872;GO:0003677;GO:0031965;GO:0005654;GO:0016021;GO:0001833;GO:0042795;GO:0043154;GO:0005975
a4f5df5979b46e1403b54efa3b55aa29,35,L,-2.238091529998839,PalmatGasmat,Negative,P50058|SODM1_LEPBY Superoxide dismutase [Mn] 1,NA
e3e1bc47286d5500cfb0ffef8516def6,35,L,-2.677425069622864,PalmatGasmat,Negative,Q6DC77|MPRGB_DANRE Membrane progestin receptor gamma-B,GO:0016021
6b9715c6432656dc34dae6e322c778c8,32,K,-2.8548384898034525,PalmatGasmat,Negative,Q9SXD5|GSXL3_ARATH Flavin-containing monooxygenase FMO GS-OX-like 3,GO:0004499;GO:0055114;GO:0050661;GO:0050660
f6d12aa6f6fbc1ea527332e5053966b7,32,K,-5.37218473515699,PalmatGasmat,Negative,Q01617|CPO_DROME Protein couch potato,GO:0003723
f6d12aa6f6fbc1ea527332e5053966b7,32,K,-5.110823187309643,PalmatGasmat,Negative,Q01617|CPO_DROME Protein couch potato,GO:0003723
9157eba73507fd010cc767bdb0fc5f3f,N37,E,-2.067375578434587,PalmatGasmat,Negative,P54359|SEPT2_DROME Septin-2,GO:0005525
42ae927ae63ceb0fcfc8b544ecbfec92,32,K,-2.038899443980566,PalmatGasmat,Negative,Q6KCD5|NIPBL_MOUSE Nipped-B-like protein,GO:0003682;GO:0007049;GO:0005634;GO:0010468;GO:0046983;GO:0003677;GO:0005623;GO:0090202;GO:0035118;GO:0003146;GO:0000785;GO:0048703;GO:0070050;GO:0070013;GO:0032991;GO:0048565;GO:0016021;GO:0060173;GO:0060828;GO:0048589;GO:0007417;GO:1903508;GO:2000112;GO:1905406;GO:0071169;GO:0070550;GO:1990414;GO:0000280;GO:0007059
e393e00a3d28e3da377263c05010022e,32,K,-3.3073930803183273,PalmatGasmat,Negative,Q9SZW4|HMA2_ARATH Cadmium/zinc-transporting ATPase HMA2,GO:0019829;GO:0030001;GO:0016021;GO:0005507;GO:0098655;GO:0010273;GO:0000166;GO:0072511;GO:0035639;GO:0098660;GO:0008144;GO:0097367;GO:0005375;GO:0072509;GO:0015662
0ba36d4f1fa2c0678618fa97614690ad,26,J,-3.825957772338293,PalmatGasmat,Negative,Q09930|DIRA_CAEEL GTP-binding protein drn-1 {ECO:0000305},GO:0003924;GO:0031146;GO:0019005;GO:0005525
0ba36d4f1fa2c0678618fa97614690ad,N37,E,-2.2142739327722123,PalmatGasmat,Negative,Q09930|DIRA_CAEEL GTP-binding protein drn-1 {ECO:0000305},GO:0003924;GO:0031146;GO:0019005;GO:0005525
7973d22126acd4895c72ee91ef7a84d7,32,K,-3.4159411571908174,PalmatGasmat,Negative,Q92122|KPYM_XENLA Pyruvate kinase PKM,GO:0004743;GO:0006096;GO:0005737;GO:0030955;GO:0016021;GO:0000287;GO:0016301;GO:0005524;GO:0042626;GO:0061718;GO:0006735;GO:0016887;GO:0042866;GO:0140096;GO:0055085;GO:0006468
8b43d2a02a556d42a92d8558b7cdcd21,32,K,-2.801706895371707,PalmatGasmat,Negative,Q6NU98|PDK1B_XENLA Serine/threonine-protein kinase pdik1l-B,GO:0004672;GO:0006468;GO:0005524
a156beb0a6fd4541f9da7954c2a5e121,32,K,-3.3292447060924593,PalmatGasmat,Negative,Q9CR50|ZN363_MOUSE RING finger and CHY zinc finger domain-containing protein 1,GO:0008270;GO:0016567;GO:0000786;GO:0005634;GO:0030286;GO:0005515;GO:0004842;GO:1901483;GO:1900425;GO:0016746;GO:0003677;GO:0032436;GO:0005737;GO:0007017
04d4e6aa1a8a948f65b151bb413ae117,N37,E,-3.037264742780418,PalmatGasmat,Negative,Q8IUF8|MINA_HUMAN Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA,GO:0016706;GO:0005634;GO:0055114;GO:0032259;GO:1903507;GO:0005506;GO:0005667;GO:0008168;GO:0005829;GO:0003714;GO:0070013;GO:0042802;GO:0043232;GO:0005230;GO:0005886;GO:0016021;GO:0004888;GO:0032453;GO:0070544;GO:0034720;GO:0034220
829906f81be09e3f99d72b8dcf4dd94f,32,K,-2.5085982860990526,PalmatGasmat,Negative,Q9R1D7|GBF1_CRIGR Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1,GO:0005086;GO:0032012;GO:0016021;GO:0004672;GO:0006468;GO:0005524
1038c0cd485ed4644606c2bfe6d149dc,N37,E,-2.475274599041713,PalmatGasmat,Negative,Q8NCC3|PAG15_HUMAN Group XV phospholipase A2,GO:0008374;GO:0006629;GO:0016021
1038c0cd485ed4644606c2bfe6d149dc,32,K,-2.609108475283483,PalmatGasmat,Negative,Q8NCC3|PAG15_HUMAN Group XV phospholipase A2,GO:0008374;GO:0006629;GO:0016021
1038c0cd485ed4644606c2bfe6d149dc,26,J,-2.126587468595443,PalmatGasmat,Negative,Q8NCC3|PAG15_HUMAN Group XV phospholipase A2,GO:0008374;GO:0006629;GO:0016021
248b813df93cef2cfd117fe4272688ac,N37,E,-3.350636676904609,PalmatGasmat,Negative,Q9Y251|HPSE_HUMAN Heparanase,GO:0016798;GO:0016020
248b813df93cef2cfd117fe4272688ac,35,L,-2.21373003835947,PalmatGasmat,Negative,Q9Y251|HPSE_HUMAN Heparanase,GO:0016798;GO:0016020
9627c2df6bd60c81e6c3ce5395ecd83c,35,L,-3.7605045936597152,PalmatGasmat,Negative,Q7T163|KDIS_DANRE Kinase D-interacting substrate of 220 kDa,GO:0016301;GO:0016310;GO:0016021
a32b229dcfd2455392930fcb8745293d,32,K,-2.087177933209021,PalmatGasmat,Negative,Q6GYQ0|RGPA1_HUMAN Ral GTPase-activating protein subunit alpha-1,GO:0051056;GO:0005096;GO:0005634;GO:0043547;GO:0016021
20dbd6309411775f33b47fe39b1fff22,32,K,-8.103839736641625,PalmatGasmat,Negative,P0DN66|ACTP1_CINAN Tereporin-Ca1 {ECO:0000305},GO:0052331;GO:0046930;GO:0015267;GO:0046931;GO:0006812;GO:0055085
6e4706fd31555dcfe4aa0652a6a8fd03,N37,E,-3.3906759228574335,PalmatGasmat,Negative,O75694|NU155_HUMAN Nuclear pore complex protein Nup155,GO:0017056;GO:0005643;GO:0006913;GO:0005515;GO:0086014;GO:0006998;GO:0031965;GO:0043657;GO:0034504;GO:0071166;GO:0031503;GO:0051028;GO:0017038;GO:0072594;GO:0006886;GO:0000972;GO:1900034;GO:0072657;GO:0006110;GO:0060964;GO:0051031;GO:0010467;GO:0016925;GO:0075733;GO:0019083
6e4706fd31555dcfe4aa0652a6a8fd03,32,K,-2.267487505621009,PalmatGasmat,Negative,O75694|NU155_HUMAN Nuclear pore complex protein Nup155,GO:0017056;GO:0005643;GO:0006913;GO:0005515;GO:0086014;GO:0006998;GO:0031965;GO:0043657;GO:0034504;GO:0071166;GO:0031503;GO:0051028;GO:0017038;GO:0072594;GO:0006886;GO:0000972;GO:1900034;GO:0072657;GO:0006110;GO:0060964;GO:0051031;GO:0010467;GO:0016925;GO:0075733;GO:0019083
8589627b51c55f42e0e9ba8b4dd08198,N37,E,-4.647323814691365,PalmatGasmat,Negative,Q80U28|MADD_MOUSE MAP kinase-activating death domain protein,GO:0016301;GO:0016310;GO:0005829;GO:0005886;GO:0032483;GO:0017112;GO:0016021;GO:1902041;GO:0097194;GO:0000187;GO:0051726
eda6e4032f32832aafcdaeb558a41f7e,32,K,-8.361421069974588,PalmatGasmat,Negative,B0FYY4|ITB1_SHEEP Integrin beta-1 {ECO:0000250|UniProtKB:P05556},GO:0007160;GO:0008305;GO:0038023;GO:0007229
eda6e4032f32832aafcdaeb558a41f7e,N37,E,-2.0718307106533165,PalmatGasmat,Negative,B0FYY4|ITB1_SHEEP Integrin beta-1 {ECO:0000250|UniProtKB:P05556},GO:0007160;GO:0008305;GO:0038023;GO:0007229
c43051eb84be094ca33de92711a5b60e,35,L,-2.730686294294403,PalmatGasmat,Negative,Q5GH73|XKR6_HUMAN XK-related protein 6,GO:0016021
375249729c0e98f2e403b243005fab59,N37,E,-2.0001969638120762,PalmatGasmat,Negative,Q00174|LAMA_DROME Laminin subunit alpha,NA
375249729c0e98f2e403b243005fab59,35,L,-2.273477014121765,PalmatGasmat,Negative,Q00174|LAMA_DROME Laminin subunit alpha,NA
375249729c0e98f2e403b243005fab59,26,J,-3.0804259217315533,PalmatGasmat,Negative,Q00174|LAMA_DROME Laminin subunit alpha,NA
375249729c0e98f2e403b243005fab59,N37,E,-6.333549448068365,PalmatGasmat,Negative,Q00174|LAMA_DROME Laminin subunit alpha,NA
375249729c0e98f2e403b243005fab59,32,K,-2.2828922980748807,PalmatGasmat,Negative,Q00174|LAMA_DROME Laminin subunit alpha,NA
375249729c0e98f2e403b243005fab59,35,L,-3.1132196924672852,PalmatGasmat,Negative,Q00174|LAMA_DROME Laminin subunit alpha,NA
087a65a03cd1b1fc54cada54be85b890,32,K,-2.9116239465207485,PalmatGasmat,Negative,Q920A5|RISC_MOUSE Retinoid-inducible serine carboxypeptidase,GO:0004185;GO:0006508;GO:0005829;GO:0045776;GO:0005576;GO:0097755;GO:0031982;GO:0016021;GO:0044257;GO:0042573
087a65a03cd1b1fc54cada54be85b890,35,L,-2.459108782907367,PalmatGasmat,Negative,Q920A5|RISC_MOUSE Retinoid-inducible serine carboxypeptidase,GO:0004185;GO:0006508;GO:0005829;GO:0045776;GO:0005576;GO:0097755;GO:0031982;GO:0016021;GO:0044257;GO:0042573
ce090205d65f0a85c3e363455b364f1d,32,K,-2.0047672902282043,PalmatGasmat,Negative,Q7SY29|G6PT3_DANRE Glucose-6-phosphate exchanger SLC37A2 {ECO:0000305},GO:0022857;GO:0055085;GO:0016021
d9255039cab5b2e892d27c748a2620ab,N37,E,-2.6198655306972327,PalmatGasmat,Negative,Q13308|PTK7_HUMAN Inactive tyrosine-protein kinase 7,GO:0004713;GO:0018108;GO:0005524
71a4c72788cc09d7eeea7b55e275bbd9,N37,E,-2.9738044393732244,PalmatGasmat,Negative,O14976|GAK_HUMAN Cyclin-G-associated kinase,GO:0004672;GO:0006468;GO:0005524;GO:0001522;GO:0009982;GO:0003723;GO:1900150;GO:1900424;GO:0002221
